숲이야기순번,구분,식물명,영문명,안내,학명,식물분류군명,서식장소,식물의일생,식물이야기설명,식물자료제공,등록일
119,초본류,꽃창포, ,외떡잎식물 백합목 : 붓꽃과의 여러해살이풀,Iris ensata var. spontanea (Makino) Nakai,붓꽃과,들의 습지,줄기는 곧게 서고 높이가 60~120cm이며 여러 개가 모여난다. 뿌리 줄기는 짧고 갈색 섬유에 싸인다. 잎은 어긋나며 가운데 맥이 발달하였다. 꽃은 6~7월에 줄기나 가지 끝에 붉은 빛이 강한 자주색으로 핀다.  꽃의 밑부분은 잎집 모양의 녹색 포 2개가 둘러싼다. 열매는 삭과이며 긴 타원모양이고 종자는 갈색으로 익는다. 전국적으로 분포한다.,꽃창포는 창포처럼 물을 좋아하고 초여름에 꽃을 피우는 특징이 있습니다.,단양국유림관리소     ,2009-07-10
12,목본류,굴피나무, ,쌍떡잎식물 가래나무목 : 가래나무과의 낙엽 소교목,Platycarya strobilacea Siebold & Zucc. var. strobilacea for. strobilacea,가래나무과,중부 이남의 산,"높이 5~20m, 10~50cm 정도로 잎은 홀수깃꼴겹잎이며, 잎자루가 없는 7~19개의 작은잎으로 이루어진다. 작은 잎은 타원형 바소꼴 또는 달걀 모양 바소꼴로 끝이 뾰족하고 가장자리에 골이 깊은 톱니가 있다. 5~6월에 노란빛을 띤 녹색 꽃이 피면 열매이삭은 긴 타원형이고 검은빛을 띤 갈색이며 털이 없다. 열매는 날개를 가진 견과이고 9~10월에 익는다. 한국(충청남도 이남) · 일본 · 타이완  · 중국 등지에 분포한다.","굴피나무는 화향수, 화과수, 굴황피나무, 산가죽나무 등으로 불립니다.",단양국유림관리소     ,2009-07-10
120,초본류,꽃향유,Haichow Elsholtzia,쌍떡잎식물 통화식물목 : 꿀풀과의 여러해살이풀  ,Elsholtzia splendens Nakai,꿀풀과   ,산야,"줄기는 뭉쳐나고 네모지며 가지를 많이 치고 흰털이 많으며 높이가 60cm에 달한다. 잎은 마주나고 길이 1.5~7cm의 잎자루를 가지며 달걀모양으로 끝이 뾰족하고 가장자리에 둔한 톱니가 있다. 잎몸의 길이는 1~7cm, 폭은 0.8~4cm이고, 잎 양면에 털이 드문드문 있고 뒷면에 선점이 있어 향기를 낸다. 꽃은 9~10월에 붉은빛이 강한 자주색 또는 보라색으로 피고 줄기와 가지 끝에 빽빽하게 한쪽으로 치우쳐서 이삭으로 달리며 바로 밑에 잎이 있다.포는 콩팥 모양으로 끝이 갑자기 바늘처럼 뽀죡해지고 자줏빛이 돈다. 화관은 길이가 6mm정도이고 입술 모양으로 갈라지는데, 윗입술꽃잎은 오목하게 들어가고 아랫입술꽃잎은 3개로 갈라진다.꽃받침은 통 모양이고 끝이 5개로 갈라지며 털이 있으며 수술은 4개인데 그 중 2개가 길다. 열매는 분과이고 좁은 달걀을 거꾸로 세운 모양이며 편평하고 물에 젖으면 끈적거린다. 향유에 비해 꽃이삭이 크다. 제주도 · 전라남도 · 경상북도 · 충청북도 · 경기도 등지에 분포한다. ",꽃향유는 도깨비 방망이 모양을 하고 있으며 붉은 자주색 꽃술이 특징입니다.,단양국유림관리소     ,2009-07-10
121,초본류,꿀풀, ,쌍떡잎식물 통화식물목 : 꿀풀과의 여러해살이풀   ,Prunella vulgaris var. lilacina Nakai,꿀풀과    ,산기슭의 볕이 잘 드는 풀밭,"전체에 짧은 흰 털이 흩어져 나며 줄기는 네모지고 다소 뭉쳐나며 곧게 서고 높이가 30cm정도이고, 밑 부분에서 가는 줄기가 나와 벋는다. 잎은 마주나고 잎자루가 있으며 긴 달걀 모양 또는 긴 타원 모양의 바소꼴로 길이가 2~5cm이고 가장자리는 밋밋하거나 톱니가 있다. 꽃은 7~8월에 자줏빛으로 피고 줄기 끝에 길이 3~8cm의 원기둥 모양 수상꽃차례를 이룬다. 포는 가장자리에 털이 있으며, 각각 3개의 꽃이 달린다. 꽃받침은 뾰족하게 5갈래로 갈라지고 길이가 7~8mm이며 겉에 잔털이 있다. 화관은 길이가 2cm로 입술 모양인데, 윗 입술잎은 곧게서고 아랫입술꽃잎은 3갈래로 갈라진다. 꽃은 양성화인데 수꽃이 퇴화된 꽃은 크기가 작고 수술은 4개 중 2개가 길며, 열매는 분과이고 길이 1.6mm정도의 황갈색이다.",꿀이 얼마나 많으면 이름이 꿀풀일까 하는 생각이 듭니다.,단양국유림관리소     ,2009-07-10
122,초본류,꿩의비름, ,쌍떡잎식물 장미목 : 돌나물과의 여러해살이풀,Hylotelephium erythrostictum (Miq.) H.Ohba,돌나물과,산지의 햇볕이 잘 드는 곳,"줄기는 둥글고 분처럼 흰빛을 띠며 곧게 서고 높이가 30cm정도이다. 잎은 마주나거나 어긋나고 타원 모양이나 긴 타원 모양의 달걀 모양이며 길이가 6~10cm, 폭이 3~4cm이고 육질이다. 잎의 가장자리에 둔한 톱니가 있고, 잎의 밑 부분이 좁아져서 짧은 잎자루와 모양이 연결된다. 줄기 윗부분에 있는 잎에는 잎자루가 없다. 꽃은 8~10월에 피는데, 줄기 끝에서 산방꽃차례 모양의 취산꽃차례를 이루며 많은 꽃이 달린다. 꽃은 매우 작고 흰 바탕에 약간 붉은빛이 돈다. 꽃잎은 5개이고 바소꼴이며 길이가 6~7mm로 꽃받침조각보다 3~4배가 길다. 꽃받침조각은 5개이고 연한 녹색의 긴 삼각형이다. 수술과 암술은 각각 5개이며, 열매는 골돌과이다. 한국(전북 · 충북 · 경기 · 평북) · 일본 등지에 분포한다.",깊은 산의 암벽으로 이루어진 계곡에서 시원한 물줄기를 볼 수 있습니다.,단양국유림관리소     ,2009-07-10
123,초본류,노루오줌, ,쌍떡잎식물 장미목 : 범위귀과의 여러해살이풀,Astilbe rubra Hook.f. & Thomson var. rubra,범위귀과,산지의 냇가나 습한 곳,높이 30~70cm로 뿌리줄기는 굵고 옆으로 짧게 벋으면 줄기는 곧게 서고 갈색의 긴 털이 난다. 잎자루가 길며 2~3회 3장의 작은잎이 나오며 긴 달걀 모양 또는 달걀모양 긴 타원형이고 길이 2~8cm이다. 끝은 뾰족하며 밑은 뭉뚝하거나 심장 모양이고 때로 가장자리에 톱니가 있다. 꽃은 7~8월에 붉은빛을 띤 자주색으로 피며 열매는 삭과로 9~10월에 익으며 끝이 2개로 갈라지며 길이 3~4mm이다. 한국 · 일본 · 중국 · 헤이룽강에 분포한다.,"노루오줌은 주로 산속 습지나 옹달샘 부근, 물길 부근에 많이 군락을 이룹니다.",단양국유림관리소     ,2009-07-10
124,초본류,미국가막사리," Beggar-ticks, Stick-tight",쌍떡잎식물 초롱꽃목 : 국화과의 한해살이풀,Bidens frondosa L.,국화과            ,길가나 풀숲,"줄기는 검은 자줏빛이 돌고 횡단면이 사각형이며 털이 없고 높이가 1m이다. 잎은 마주나고 깃꼴겹잎이며, 가장자리에 톱니가 있고 잎자루가 없다. 꽃은 9~10월에 피고 갈라진 가지 끝에 두상화를 이루며 달리고 전체가 원추꽃차례를 이룬다. 두상화에 있는 설상화는 노란색이고 가장자리에 있는 것은 넓고 안쪽에 있는 것은 좁다. ",미국가막사리는 북아메리카가 원산인 귀화식물이며 영명은 Beggar-tick입니다.,단양국유림관리소     ,2009-07-10
125,초본류,닭의장풀,Common Dayflower,외떡잎식물 분질배유목 : 닭의장풀과의 항해살이풀,Commelina communis L.,닭의장풀과,길가나 냇가의 습지,"줄기 밑 부분은 옆으로 비스듬히 자라며 땅을 기고 마디에서 뿌리를 내리며 많은 가지가 갈라진다. 줄기 윗부분은 곧게 서고 높이가 15~50cm이며 잎은 어긋나고 달걀 모양의 바소꼴이며 길이가 5~7cm, 폭이 1~2.5cm이다. 일 끝은 점점 뾰족해지고 밑 부분은 막질의 잎집으로 된다. 꽃은 7~8월에 하늘색으로 피고 잎겨드랑이에서 나온 꽃 줄기 끝의 포에 싸여 취산꽃차례를 이루며 달린다.포는 넓은 심장 모양이고 안으로 접히며 끝이 갑자기 뾰족해지고 길이가 2cm정도이다. 꽃받침조각은 3개이고 타원 모양이며 길이가 4mm이다. 꽃잎은 3개인데, 그 중 2개는 크고 둥글며 하늘색이고 나머지 하나는 바소 모양이고 흰색이며 작다. 3개의 수술과 꽃밥이 없는 3개의 헛수술이 있고 암술은 1개이다. 열매는 타원 모양의 삭과이고 마르면 3개로 갈라진다. 한국 · 일본 · 중국 · 우수리강 유역 · 사할린 · 북아메리카 등지에 분포한다.",닭의장풀이란 이름이 낯설다면 달개비라고 하면 금새 알 수 있을 것입니다.,단양국유림관리소     ,2009-07-10
126,초본류,둥글레, ,외떡잎식물 백합목 : 백합과의 여러해살이풀      ,Polygonatum odoratum var. pluriflorum,백합과       ,산과 들   ,"높이 30~60cm로 굵고 긴 마디가 있고 수염뿌리가 많다. 줄기는 곧은데 위쪽이 다소 비스듬히 기울어 모가 나고 높이 15cm 내외이다. 잎은 어긋나며 잎자루가 매우 짧고 달걀꼴 또는 긴 타원형이며 뒷면이 분처럼 희고, 다소 위를 향하며 길이 5~8cm내외이다. 꽃은 6~7월에 1~2개씩 잎겨드랑이에서 피며 꽃자루는 단일하거나 혹은 2갈래로 갈라지고, 꽃잎은 길이 약2cm이고 끝이 6갈래로 갈라지는데 각 조각은 달걀꼴로 녹색이다. 수술은 6개이고 수술대가 잔 돌기가 있으며 열매는 장과로 둥글고 검게 익는다. 한국 · 일본 · 중국 등지에 폭넓게 분포한다.",둥글레는 꽃색이 화려하지 않고 크기도 작아 오며가며 얼른 눈에 띄지 않습니다.,단양국유림관리소     ,2009-07-10
127,초본류,마타리,Dahurian  Patrinia,쌍떡잎식물 합판화군 : 꼭두서니 마타리과의 여러해살이풀,Patrinia scabiosaefolia Fisch. ex Trevir.,마타리과,산이나 들  ,"높이 60~150cm 내외이고 뿌리줄기는 굵으며 옆으로 뻗고 원줄기는 곧추 자란다. 윗부분에서 가지가 갈라지고 털이 없으나 밑부분에는 털이 약간 있으며 밑에서 새싹이 갈라져서 번식한다. 잎은 마주나며 깃꼴로 깊게 갈라지고 양면에 복모가 있고 밑부분의 것은 잎자루가 있으나 위로 올라가면서 없어진다. 꽃은 여름부터 가을에 걸쳐서 피고 노란색이며 산방꽃차례를 이룬다. 화관은 노란색으로 지름 4mm이고 5개로 갈라지며 통부가 짧고 수술은 4개, 암술은 1개이다. 씨방은 3실이지만 1개만이 성숙하여 타원형의 열매로 되며 길이 3~4mm로서 약간 편편하고, 배면에 맥이 있으며 뒷면에 능선이 있다. 일본 열도의 북쪽부터 남으로 타이완 · 중국 및 시베리아 동부까지 분포한다.","""마타리꽃. 소녀는 마타리꽃을 양산 받듯이 해 보인다""는 이야기가 있습니다.",단양국유림관리소     ,2009-07-10
128,초본류,며느리밥풀, ,며느리밥풀속,Melampyrum ciliare miq,현삼과 ,산지      ,"높이는 30~70cm이며, 잎은 마주나고 달걀 모양이며 8~9월에 홍자색 꽃이 총상꽃차례로 줄기 끝에 피고 열매는 달걀 모양의 삭과이다. 꽃며느리밥풀보다 잎이 둥글고 포에 가시톱니가 한층 더 발달하였고 백색꽃이 피는 종으로 구분한다. 중앙부의 잎은 난형 또는 좁은 난형이며 길게 뾰족해지거나 갑자기 뽀족해지고 길이 3~6cm, 폭 1.5~3cm로서 밑부분이 둥글며 갑자기 좁아져서 밑으로 흐르고 엽병은 길이 5~10mm로서 골이 파지며 엽면과 더불어 짧은 털이 다소 산생한다. 높이 30~70cm로서 능선을 따라 굽은 백색 털이 있고 가지가 퍼져서 위를 향한다. 꽃은 8~9월에 피고 홍자색이며 정생하는 총상화서에 달리고 포는 좁은 난형 또는 난형이며 다소 치밀하게 달리고 가장자리에 긴 가시털 같은 톱니가 있다. 꽃받침은 잔털이 다소 있으며 열편은 길이 3.5~4mm로서 피침형이고 까락같은 끝으로 되며 화관은 길이 16~18mm로서 입자상의 돌기가 있다. 삭과는 난형이고 길이 1cm정도로서 끝이 뾰족하며 짧은 털이 있다. 우리나라 중부이남, 동쪽 해안에 분포한다.","며느리밥풀은 여러 종이 있는데 꽃며느리밥풀, 애기며느리밥풀 등이 있습니다.",단양국유림관리소     ,2009-07-10
129,초본류,물봉선, ,쌍떡잎식물 무환자나무목 : 봉선화과의 한해살이풀,Impatiens textori var. textori,봉선화과,산골짜기의 물가나 습지,"줄기는 곧게 서고 육질이며 많은가지가 갈라지고 마디가 굵으며 높이가 40~80cm이다. 잎은 어긋나고 길이 6~15cm의 넓은 바소꼴이며 끝이 뾰족하고 가장자리에 예리한 톱니가 있다. 꽃은 8~9월에 붉은빛이 강한 자주색으로 피고 가지 윗부분에 총상꽃차례를 이루며 달리는데, 작은 꽃자루와 꽃대가 아래쪽으로 굽는다. 꽃의 지름은 3cm이고 밑 부분에 작은 포가 있으며, 꽃받침조각과 꽃잎은 각각 3개이다. 꿀주머니는 넓으며 끝이 안쪽으로 말리며 수술은 5개이고 꽃밥은 합쳐진다. 열매는 삭과이고 길이 1~2cm의 바소꼴이며 익으면 터지면서 종자가 튀어나온다. 한국 · 중국 동북부에 분포한다.",봉선화가 피고 있는 것을 보니 물봉선도 깊은 산골짜기에서 볼 수 있습니다.,단양국유림관리소     ,2009-07-10
13,목본류,귀룽나무," Bird Cherry, European Bird Cherry, Hagberry",쌍떡잎식물 장미목 : 장미과의 낙엽 교목,Prunus padus L. for. padus,장미과   ,깊은 산골짜기 ,높이 10~15m 정도이며 어린 가지를 꺾으면 냄새가 난다. 잎은 어긋나고 달걀을 거꾸로 세운 모양 또는 타원형으로 끝이 뾰족하며 밑은 둥글고 가장자리에 잔 톱니가 뷸규칙하게 있다. 잎 표면에는 털이 없고 뒷면에 털이 있으며 자루 끝에 꿀샘이 있다. 5월에 새가지 끝에서 흰 꽃이 총상꽃차례로 핀다. 열매는 핵과로 둥글고 6~7월에 검게 익는다. 한국 · 일본 · 중국 · 사할린섬 · 몽골 · 유럽 등지에 분포한다.,귀룽나무는 의주의 구룡이란 지역에 많아 구룡나무에서 이름이 유래했다고 합니다.,단양국유림관리소     ,2009-07-10
130,초본류,미나리냉이, ,쌍떡잎식물 양귀비목 : 겨자과의 여러해살이풀,Cardamine leucantha (Tausch) O.E.Schulz var. leucantha,십자화과(배추과),산지의 그늘진 곳 ,"땅속줄기가 길게 옆으로 벋으면서 번식한다. 줄기는 높이가 40~70cm이고 전체에 부드러운 털이 있다. 잎은 어긋나고 깃꼴겹잎이며, 긴 타원형이며 끝이 뾰족하고 가장 자리에 불규칙한 톱니가 있다. 꽃은 6~7월에 흰색으로 피고 가지와 줄기 끝에 총상꽃차례를 이루며 달린다. 열매는 장각과이고 한국 · 일본 · 중국 북부 · 시베리아 동부 등지에 분포한다.",미나리냉이란 이름은 냉이집안 식구인데 잎은 미나리를 닮았다고 합니다.,단양국유림관리소     ,2009-07-10
131,초본류,미나리아재비,East Asian buttercup,쌍떡잎식물 미나리아재비목 : 미나리아재비과의 여러해살이풀   ,Ranunculus japonicus Thunb.,미나리아재비과   ,산과 들의 볕이 잘 들고 습기가 있는 곳,줄기는 곧게 서고 윗부분에서 가지가 여러 개 갈라지며 높이가 50cm이고 흰색털이 빽빽이 있다. 뿌리에서 나온 잎은 앞자루가 길고 깊게 3개로 갈라지며 갈라진 조각은 다시 2~3개로 갈라지고 가장자리에 톱니가 있다. 줄기에서 나온 잎은 잎자루가 없고 3개로 갈라지며 갈라진 조각은 줄 모양이다.                                                                                               꽃은 6월에 짙은 노란 색으로 피고 취산상으로 갈라진 작은꽃자루에 1개씩 달린다. 꽃받침조각은 5개이고 타원 모양이며 겉에 털이 있고 수평으로 퍼지며 꽃잎은 5개이고 달걀을 가꾸로 세운 모양의 원형이며 꽃받침조각보다 2~2.5배 길며 수술과 암술은 많은 수가 있다. 한국 · 일본 · 중국에 분포한다.,습지의 흔적이 보이는 억새숲 사이에 노란꽃을 숨기고 있는 것이 미나리아재비입니다.,단양국유림관리소     ,2009-07-10
132,초본류,매화노루발,Asian prince’s pine,쌍떡잎식물 진달래목 : 노루발과의 상록 여러해살이풀,Chimaphila japonica Miq.,노루발과,바닷가의 숲속,"높이는 15cm정도이며, 잎은 줄기 마디에 뭉쳐나는데 어긋나고 피침 모양으로 가장자리에 톱니가 있다. 5~6월에 원줄기 끝에서 자란 꽃줄기 끝에 한두개의 힌 꽃이 산형꽃차례로 핀다. 잎은 두꺼운 혁질이며 넓은 바소 모양이고 가장자리에 낮으나 날카로운 톱니가 있다. 꽃은 원줄기 끝에 1~2개씩 밑을 향하여 달리며 지름 1cm정도이고 흰색이며 화관은 반 정도 벌어지고 꽃받침은 달걀을 거꾸로 세워놓은 모양이며 5개로 갈라지고 막질이다. 수술은 10개이며 열매는 삭과로 끝에 암술머리가 남아 있으며 5개로 갈라져서 작은 종자가 나온다. 한국 · 일본 · 티아완 · 중국 · 사할린섬 등지에 분포한다.",척박한 환경에서도 잘 자라는 소나무는 스스로 설정한 환경에서 살아갑니다.,단양국유림관리소     ,2009-07-10
133,초본류,미치광이풀, ,쌍떡잎식물 통화식물목 : 가지과의 여러해살이풀,Scopolia japonica Maxim.,가지과 ,깊은 산골짜기의 그늘,"뿌리 줄기는 굵고 옆으로 벋으며 끝에서 줄기가 나온다. 줄기는 곧게 서고 윗부분에서 몇 개의 가지가 갈라지며 털이 없고 높이가 30~60cm이다. 잎은 어긋나고 긴 타원모양이며 가장자리는 대부분 밋믹하고 끝이 뾰족하며 잎자루가 있다. 꽃은 4~5월에 짙은 보라색으로 피고 잎겨드랑이에 1개씩 달려서 밑으로 처진다. 꽃받침은 녹색이고 5개로 불규칙하게 갈라지며, 화관은 종 모양이고 끝이 얕게 5개로 갈라지며, 수술은 5개이다. 열매는 삭과이고 둥글며 꽃받침에 싸이고 다 익으면 뚜껑이 열리듯이 갈라져서 종자가 나온다. 한국 · 일본에 분포한다.","미치광이풀은 계절의 변화를, 특히 봄의 흐름을 잘 보여주는 식물입니다.",단양국유림관리소     ,2009-07-10
134,초본류,민들레,Dandleion,쌍떡잎식물 초롱꽃목 : 국화과의 여러해살이풀        ,Taraxacum platycarpum Dahlst.,국화과            ,들의 볕이 잘 드는 곳,"줄기는 없고, 잎이 뿔리에서 뭉쳐나며 옆으로 퍼진다. 잎은 거꾸로 세운 바소꼴이고 길이가 6~15cm, 폭이 1.2~5cm이며 깃꼴로 깊이 패어 들어간 모양이고 가장자리에 톱니가 있고 털이 약간 있다. 꽃은 4~5월에 노란색으로 피고 잎과 길이가 비슷한 꽃대 끝에 두상화가 1개 달린다. 꽃대에는 흰색 털이 있으나 점차 없어지고 두상화 밑에만 털이 남는다.  총포는 꽃이 필 때 길이가 17~20mm이고, 바깥쪽 총포 조각은 좁은 달걀 모양 또는 넓은 바소 모양이며 곧게 서고 끝에 뿔 모양의 돌기가 있다. 열매는 수과이고 길이 3~3.5mm의 긴 타원 모양이며 갈색이고 윗부분에 가시 같은 돌기가 있으며 부리는 길이가 7~8.5mm이고 관모는 길이가 6mm이며 연한 흰빛이 돈다. 한국 · 중국 · 일본에 분포한다.","민들레는 저항의 상징으로, 한국 민족은 일제에 짓밟혔을 때도 민들레처럼 버텼다고 합니다.",단양국유림관리소     ,2009-07-10
135,초본류,백선,Densefruit Pittany,쌍떡잎식물 쥐손이풀목 : 운향과의 여러해살이풀,Dictamnus dasycarpus Turcz.,운향과,산기슭,"높이 50~90cm로 뿌리는 곧고 굵으며 줄기는 곧게 서며 튼튼하다. 잎은 깃꼴겹잎으로서 마주나며 2~4쌍의 작은 잎으로 구성되며 중축에 좁은 날개가 있다. 꽃은 5~6월에 흰색이나 연한 붉은색으로 피고 줄기 끝에 총상꽃차례로 달린다. 열매는 삭과로서 8월에 익으며 5개로 갈라지고 털이 난다. 한국, 일본, 중국 북동부, 시베리아 동부에 분포한다.",백선은 꽃의 향기가 뛰어나고 관상가치가 있으므로 화단용 식물로 활용됩니다.,단양국유림관리소     ,2009-07-10
136,초본류,벌개미취, ,쌍떡잎식물 초롱꽃목 : 국화과의 여러해살이풀        ,Aster koraiensis Nakai,국화과            ,습지 ,"높이 50~60cm이다. 옆으로 뻗는 뿌리줄기에서 원줄기가 곧게 자라고, 홈과 줄이 있다. 뿌리에 달린 잎은 어긋나고 바소꼴이며 길이 12~19cm, 나비 1.5~3cm로서 딱딱하고 양 끝이 뾰족하다. 가장자리에 잔 톱니가 있고 위로 올라갈수록 작아져서 줄 모양이 된다. 꽃은 6~10월에 피는데, 두화는 연한 자줏빛이며 지름 4~5cm로서 줄기와 가지 끝에 1송이씩 달린다.  총포는 공을 반으로 잘라놓은 모양이며 지름 약 8mm, 길이 약 13mm이며 포조각은 긴타원형이며 가장자리에 털이 나고 4줄로 늘어선다. 열매는 수과로서 바소꼴이고 11월에 익으며 길이 4mm, 지름 1.3mm정도이고 털과 관모가 없다. 한국 특산종으로  전라남도 · 경상남도 · 충청북도 · 경기도 등지에 분포한다.",벌개미취의 학명 중 속명인 Aster는 희랍어로 '별'을 의미합니다.,단양국유림관리소     ,2009-07-10
137,초본류,벌깨덩굴,Nettleleaf Meehania,쌍떡잎식물 통화식물목 : 꿀풀과의 여러해살이풀 ,Meehania urticifolia (Miq.) Makino,꿀풀과  ,산지의 그늘진 곳,"높이 15~30cm이다. 향기가 나며 줄기는 사각이고 5쌍 정도의 잎이 달린다. 길고 흰 털이 드문드문 나고, 꽃이 진 다음 옆으로 덩굴이 자라면서 마디에서 뿌리가 내려 다음해의 꽃줄기가 된다.잎은 마주나고 잎자루가 있으며 달걀 모양 심장형이고 가장자리에 둔한 톱니가 있다. 열매는 작은 견과이며 달걀을 거꾸로 세워 놓은 모양이며 털이 드문드문 난다. 한국(제주도) · 일본 · 중국 북동부 등지에 분포한다. ",봄을 수놓는 화사한 연보라꽃잎의 벌깨덩굴은 작고 연약한 모습을 보입니다.,단양국유림관리소     ,2009-07-10
138,초본류,벼룩나물, ,쌍떡잎식물 이판화군 : 중심자목 석죽과의 두해살이풀,Stellaria alsine var. undulata (Thunb.) Ohwi,석죽과,"논둑, 밭","높이 15~25cm로 털이 없고 밑에서 가지가 많이 갈라져서 퍼지기 때문에 커다란 포기로 자란 것처럼 보인다. 가는 실 모양의 줄기가 뿌리 근처에서 갈라져서 지면을 긴다. 잎은 마주나고 1개의 엽맥이 있으며 측맥은 뚜력하지 않다. 잎자루가 없으며 긴 타원형 또는 달걀 모양의 바소꼴이고 회록색이며 가장자리가 밋밋하다. 꽃은 4~5월에 피고 양성이며 취산꽃차례를 이루며 꽃받침조각은 5개이고 바소꼴로 끝이 둔하며 가장자리가 막질로 3mm 정도이고 털이 없다.  꽃잎은 5개로 꽃받침과 길이가 같고 2개로 깊게 갈라지지만 나중에 피는 꽃 중에는 없는 것도 있다. 수술은 6개, 암술은 1개이며, 암술대는 3개로 갈라지며 열매는 삭과로 타원형이고 꽃받침과 길이가 비슷하며 6개로 갈라진다. 동아시아 온대를 중심으로 분포한다. ",시골의 논둑이나 밭둑에 봄이면 돋아나는 벼룩나물은 벌금자리라고도 불립니다.,단양국유림관리소     ,2009-07-10
