숲이야기순번,구분,식물명,영문명,안내,학명,식물분류군명,서식장소,식물의일생,식물이야기설명,식물자료제공,등록일
139,초본류,복수초, ,쌍떡잎식물 이판화군 미나리아재비목 : 미나리아재비과의 여러해살이풀,Adonis amurensis Regel & Radde,미나리아재비과  ,산지 숲 속,"높이 10~30cm로 뿌리줄기가 짧고 굵으며 흑갈색의 잔뿌리가 많이 나온다. 줄기는 윗부분에서 갈라지며 털이 없거나 밑부분의 잎은 막질로서 원줄기를 둘러싼다. 잎은 양면에 털이 없거나 뒷면에 작은 털이 있으며, 밑에서는 잎몸이 없고 밑부분 뿐이며 위로 올라가면서 어긋나고 깃꼴로 두번 잘게 갈라진다. 최종 갈래조각은 줄 모양이고 잎자루 밑에 달린 턱잎은 갈라졌다. 꽃은 3월 초순에 피고 노란색이며 지름 3~4cm로 원줄기와 가지 끝에 1개씩 달린다. 꽃받침조각은 짙은 녹색으로 여러개이고 꽃잎은 20~30개가 수평으로 퍼지며 수술은 많고 꽃밥은 길이 1~2mm로 열매는 수과로 길이 1cm정도의 꽃턱에 모여 달리며, 공 모양으로 가는털이 있다. 한국 · 일본 · 중국 등지에 분포한다.","아직 추운 2월 말, 봄이 되어 눈이 녹기 시작하면서 이른 꽃을 피웁니다.",단양국유림관리소     ,2009-07-10
14,목본류,꼬리진달래,Manchurian Rhodo-dendron,쌍떡잎 식물 진달래목 : 진달래과의 낙엽활엽 관목,Rhododendron micranthum Turcz.,진달래과   ,양지바른 산기슭,"키는 1~2m 정도이며 줄기 마디마디에서 가지가 2~3개씩 나와 나무 모양이 반구형을 이룬다, 잎은 어긋나지만 가지 끝에서는 몇개씩 모여나며 잎 앞면은 초록색이나 하얀 점들이 있고 뒷면은 갈색의 비닐 모양 털들이 달린다. 꽃은 6~7월에 가지 끝에 총상꽃차례를 이루어 피며 하얀색의 부리는 깔대기처럼 생겼으며 열매는 9월에 익는다. 우리나라에서는 경상북도 · 충청도 · 강원도에서만 볼 수 있다.",진달래보다 훨씬 작은 꽃을 갖고 있지만 깔때기 모양을 하고 있습니다.,단양국유림관리소     ,2009-07-10
140,초본류,부처꽃,Twoedged Loosestrife,쌍떡잎식물 이판화군 : 도금양목 부처꽃과의 여러해살이풀,Lythrum anceps (Koehne) Makino,부처꽃과,"냇가, 초원 등의 습지","높이 1m 정도로서 곧게 자라며 가지가 많이 갈라진다. 잎은 마주나고 바소꼴이며 대가 거의 없고 원줄기와 더불어 털, 잎자루도 거의 없으며 가장자리가 밋밋하다. 꽃은 5~8월에 홍자색으로 피며 열매는 삭과로 꽃받침통 안에 들어 있고 성숙하면 2개로 쪼개져 종자가 나온다. 한국 · 일본 등지에 분포한다.",예전에 부처님께 바칠 것이 없어 길가에 많이 피어 있었다고 합니다.,단양국유림관리소     ,2009-07-10
141,초본류,붉은토끼풀, Red Clover,쌍떡잎식물 장미목 : 콩과의 여러해살이풀,Trifolium pratense L.,콩과  ,풀밭,높이 30~60cm까지 자라며 전체에 털이 있고 잎은 어긋나고 3개로 갈라진 겹잎이다. 작은 잎은 긴 타원형으로 끝이 둥글거나 다소 파이면 가장자리에 잔 톱니가 있고 표면 중앙에 八자의 흰 무늬가 있다. 꽃은 6~7월에 피고 홍색 빛을 띤 자주색을 띠며 잎겨드랑이에 둥글게 모여 달린다. 꽃받침은 통모양으로 끝이 5개로 갈라지고 뾰족하며 털이 많다. ,"홍차축조, 붉은토끼풀꽃, 홍삼엽, 금화채라고도 불립니다.",단양국유림관리소     ,2009-07-10
142,초본류,삽주,Ovate-leaf atractylodes,쌍떡잎식물 초롱꽃목 : 국화과의 여러해살이풀  ,Atractylodes ovata (Thunb.) DC.,국화과    ,산지의 건조한 곳,"뿌리줄기는 굵고 길며 마디가 있고 향기가 있다. 줄기는 곧게 서고 윗부분에서 가지가 몇 개 갈라지며 높이가 30~100cm이다. 뿌리에서 나온 잎은 꽃이 필 때 말라 없어진다. 줄기에 달린 잎은 어긋나고, 줄기 밑 부분에 달린 잎은 깊게 깃꼴로 갈라지며, 갈라진 조각은 3~5개이고 원 모양 또는 달걀을 거꾸로 세운 모양의 긴 타원형이며 표면에 윤기가 있고 뒷면에 흰빛이 돌며 가장자리에 가시 같은 톱니다 있다. 줄기 윗부분에 달린 잎은 갈라지지 않고 잎자루가 거의 없다. 꽃은 암수딴그루이고 7~10월에 흰색으로 피며 줄기와 가지 끝에 두상화가 1개씩 달린다. 포는 꽃과 길이가 같고 2줄로 달리며 깃꼴로 갈라진다. 총포는 길이 17mm의 종 모양이고, 총포 조각은 7~8줄로 배열하며 바깥쪽 조각은 타원 모양이고 가운데 조각은 긴 티원 모양이며 안쪽 조각은 줄 모양이다.관상화의 화관은 끝이 5개로 갈라진다. 열매는 수과이고 털이 있으며 길이 8~9mm의 갈색 관모가 있다. 한국 · 중국 · 동북부 · 일본 등지에 분포한다.",한방에서는 뿌리줄기를 창출이라는 약재로 사용합니다.,단양국유림관리소     ,2009-07-10
143,초본류,뻐국채, ,쌍떡잎식물 초롱꽃목 : 국화과의 여러해살이풀   ,Rhapontia uniflora,국화과    ,건조한 양지,높이 30~70cm이고 흰색 털로 덮여 있으며 가지가 없고 굵은 뿌리가 땅속 깊이 들어간다. 원줄기는 꽃줄기 같고 줄이 있고 잎은 어긋나고 뿌리에서 나온 잎은 꽃이 필 때도 살아 있으며 밑부분의 잎과 더불어 거꾸로 세운 바소꼴 타원형이고 끝이 둔하며 깃처럼 완전히 갈라진다.꽃은 6~8월에 피고 원줄기 끝에 두상화가 1개가 달리며 홍색빛을 띤 자주색이다. 열매는 수과로서 타원형이며 관모는 연한 갈색으로 여러 줄이 있다. 한국 · 중국 · 동부 시베리아 등지에 분포한다.,햇볕이 잘 드는 돌무지 척박한 땅에는 뻐꾹채가 웅장하게 자랍니다.,단양국유림관리소     ,2009-07-10
144,초본류,뽀리뱅이,Oriental false hawksbeard,쌍떡잎식물 초롱꽃목 : 국화과의 두해살이풀,Youngia japonica (L.) DC.,국화과     ,길가 또는 그늘 진 곳,줄기는 곧게 서고 부드러운 털이 있으며 보통 1개 또는 2개이며 높이 15~100cm이다. 뿌리에서 나온 잎은 로제트형으로 비스듬히 퍼지고 거꾸로 세운 바소꼴이며 무 잎처럼 갈라진다. 끝의 갈래조각이 제일 크고 옆 갈래조각은 밑으로 갈수록 점차 작아진다. 줄기에는 잎이 없거나 1~4개가 달리고 깃꼴로 갈라지며 뿌리에서 나온 잎과 비슷하다.꽃은 5~6월에 피고 두화는 산방상 원추례꽃차례로 달리며 노란색이다. 총포는 좁은 원기둥 모양이고 길이 4~5mm로 포조각이 2줄로 배열되며 5~6개의 작은 꽃이 들어 있다. 화관은 노란색이며 통부는 윗부분에 털이 있으며 열매는 장과로서 갈색이며 능선이 있고 관모는 흰색이다. 한국 · 일본 · 타이완 · 중국 · 인도 · 폴리네시아 · 오스트레일이아 등지에 분포한다.         ,"뽀리뱅이, 황가채, 박조가리나물이라고도 합니다.",단양국유림관리소     ,2009-07-10
145,초본류,산괴불주머니,Beautiful Corydalis,쌍떡잎식물 양귀비목 : 현호색과이 두해살이풀,Corydalis speciosa Maxim.,현호색과 ,습한 산지,"높이 약 40cm이다. 원줄기는 속이 비고 곧게 자라며 가지가 갈라지고 전체에 흰빛을 띤다. 잎은 어긋나고 2회 깃꼴로 갈라지며 길이 10~15cm, 나비 4~6cm이다. 갈래조각은 달걀 모양이며 다시 깃처럼 갈라지고 마지막 갈래조각은 줄 모양의 긴 타원형이며 끝이뾰족하다.꽃은 4~6월에 노란색으로 피며 길이 2~2.3cm이고 총상꽃차례에 달린다. 포는 달걀 모양 바소꼴이고 때로 갈라지며 은 끝이 입술 모양으로 갈라지고 밑 부분은 꿀주머니로 된다. 수술은 6개이며 다시 2개씩 갈라지며 열매는 삭과로서 줄 모양이며, 종자는 둥글고 검은빛이며 겉에 가늘고 오목한 점이 흩어져 있다. 한국 · 일본 · 중국 · 동북부 · 헤이룽강 · 우수리강 등지에 분포한다.",얼음이 채 녹기 전 2월 하순쯤에 새싹이 돋아난다고 합니다.,단양국유림관리소     ,2009-07-10
146,초본류,산부추,Thunberg Onion,쌍떡잎식물 백합목 : 백합과의 여러해살이풀,Allium thunbergii G.Don,백합과      ,산지나 들,"높이 30~60cm로 비늘줄기는 달걀 모양 바소꼴로서 길이 2cm안팎이고 밑 부분과 더불어 마른 잎 집으로 싸이며, 외피는 잿빛을 띤 흰색이고 두껍다. 잎은 2~6개가 비스듬히 서고 둔한 삼각형이며 길이 20~54cm, 나비 2~7mm이다. 꽃은 8~11월에 붉은 자줏빛으로 피고 꽃자루는 속이 비어 있으며 끝에 여러 송이가 산형으로 달린다. 작은 꽃자루는 길이 1~2.2cm이고 포는 넓은 달걀 모양이다. 화피 갈래조각은 6개로서 넓은 타원형이고 끝이 둥글며 뒷면에 녹색의 중륵이 있다. 수술은 6개이고 화피보다 길다. 씨방 밑동에 꿀주머니가 있으며 꽃 밥은 자줏빛이며 열매는 삭과이다. 한국 · 일본 · 중국 · 타이완에 분포한다.",부추와 닮았고 산에서 자라 산부추라는 이름이 붙여졌습니다.,단양국유림관리소     ,2009-07-10
147,초본류,솜나물,Common Leibnitzia,쌍떡잎식물 초롱꽃목 : 국화과의 여러해살이풀    ,Leibnitzia anandria (L.) Turcz.,국화과      ,건조한 숲속,"봄에 꽃이 피는 것은 높이 10~20cm이고 뿌리 줄기가 짧으며 잎이 갈라지지 않는다. 가을에 꽃이 피는 것은 높이 30~60cm이고 잎이 깃처럼 갈라진다. 뿌리에서 나온 잎은 사방으로 퍼지고 또한 잎 끝이 둔하고 밑부분이 잎자루로 흘러서 좁아져 가장자리가 무잎처럼 갈라지며 각 갈래조각은 서로 떨어져 있다. 꽃은 꽃자루 끝에 1개씩 달리고 5~9월에 피며, 봄에 피는 꽃은 1줄의 흰 설상화가 있으나 가을에 피는 꽃은 폐쇄화이고 펴지지 않는다. 열매는 수과로서 털이 약간 있고 양끝이 좁으며 관모는 갈색이다. 한국 · 일본 · 사할린섬 · 쿠릴열도 · 타이완 · 중국 · 시베리아에 분포한다.",식물이름에는 '솜'이라는 글자가 들어가는 식물이 여럿 있습니다.,단양국유림관리소     ,2009-07-10
148,초본류,솜방망이, ,쌍떡잎식물 초롱꽃목 : 국화과의 여러해살이풀     ,Tephroseris kirilowii (Turcz. ex DC.) Holub,국화과       ,건조한 양지 ,높이 20~65cm까지 자라며 원줄기에 흰색 털이 빽빽이 나고 자줏빛이 돈다. 뿌리에서 나온 잎은 로제트형으로 퍼지고 긴 타원형 또는 달걀을 거꾸로 세운 듯 한 모양으로 밑 부분이 좁아져 잎자루처럼 된다. 잎 가장자리가 밋밋하거나 잔 톱니가 있으며 양면에 많은 솜털이 있다. 줄기에서 나온 잎은 밑에서는 뿌리에서 나온 잎과 비슷하며 바소꼴로 끝이 둔하고 가장자리에 둔한 톱니가 있으나 위로 올라가면서 점차 작아진다. 꽃은 5~6월에 피고 노란색이며 두화는 지름 3~4cm로서 3~9개가 산방상 또는 산형 비슷하게 원줄기 끝에 달린다. 설상화는 1줄로 배열하고 꽃자루에 흰 털이 있으며 열매는 수과로서 털이 있고 6월에 익으며 관모는 길이 11mm정도이다. 한국 · 일본 · 중국 · 타이완에 분포한다.,이른 봄이 되면 땅위에 솜털을 가득 달고 있는 넙적한 잎이 돋아납니다.,단양국유림관리소     ,2009-07-10
149,초본류,쇠뜨기, ,관다발식물 속새목 : 속새과의 여러해살이풀,Equisetum arvense L.,속새과,풀밭 ,"땅속 줄기가 길게 뻗으면서 번식한다. 이른 봄에 자라는 것은 생식줄기인데, 그 끝에 포자낭수가 달린다. 가지가 없고 마디에 비늘 같은 연한 갈색 잎이 돌려난다. 영양줄기는 생식줄기가 쓰러질 무렵에 자라는데, 곧게 서며 높이 30~40cm로 녹색이고 마디와 능선이 있으며, 마디에 비늘 같은 잎이 돌려나고 가지가 갈라진다. 포자낭수는 타원 모양인데 육각형의 포자엽이 밀착하여 거북의 등처럼 되며, 안쪽에는 각각 7개 내외의 포자낭이 달린다. 북반구의 난대 이북에서 한대까지 널리 분포한다. ",고향이 시골이어서 어린 시절 꼴이라도 벤 경험이 있을 것입니다.,단양국유림관리소     ,2009-07-10
15,목본류,괴불나무,"Amur Honeysuckle, Woodbind",쌍떡잎식물 꼭두서니목 : 인동과의 낙엽 관목 ,Lonicera maackii (Rupr.) Maxim.,인동과  ,"산기슭, 응달진 골짜기","높이는 5m에 이르며 줄기는 속이 비어있고, 잔가지에 곱슬거리는 털이 있으며 겹눈은 달걀 모양이다. 잎은 마주나고 달걀 모양 타원형 또는 달걀 모양 바소꼴로 끝이 뾰족하며 꽃은 5~6월에 잎겨드랑이에 핀다.  열매는 장과로 서로 떨어져 있고 둥글며 9~10월에 붉은색으로 익는다. 한국 · 중국 등지에 분포한다.",'괴불'이란 옛날에 아이들이 차고 다니던 노리개 같은 것을 말합니다.,단양국유림관리소     ,2009-07-10
150,초본류,수리취,Deltoid Synurus,쌍떡잎식물 초롱꽃목 : 국화과의 여러해살이풀      ,Synurus deltoides (Aiton) Nakai,국화과        ,산지의 양지,"잎 근생엽은 꽃이 필 때 없어지거나 남아 있고 경생엽은 호생하며 밑 부분의 것은 난형 또는 난상 긴 타원형이고 끝이 뾰족하며 밑 부분이 원저 또는 심장저이고 길이 10~20cm로서 표면에 꼬불꼬불한 털이 있으며 뒷면에 백색 면모가 밀생하고 가장자리에 결각상의 톱니가 있으며 엽병은 길이 10~25cm로서 좁은 날개가 있거나 없다. 윗부분의 잎은 점차 작아지고 엽병도 점차 짧아진다.꽃은 9~10월에 피며 지름 5cm정도로서 원줄기 끝 또는 가지 끝에 달리고  꽃이 필 때는 밑을 향한다. 총포는 둥글며 길이 3cm, 지름 4.5~5.5cm로서 거미줄 같은 백색 털이 있고 갈자색 또는 흑록색이며 포편은 여러 줄로 배열되고 끝이 뾰족하며 날카롭고 외편이 짧다. 화관은 길이 20mm정도로서 겉이 자주색이며 수과는 길이 7mm정도이며 관모는 길이 18mm정도로서 갈색이다. 높이 40~100cm로 길며 원줄기는 굵고 종선이 있으며 백색 털이 밀생한다. 윗부분은 가지를 적게 치며 암자색을 띤다.",요즈음 이 떡취로 단오날 떡을 해 먹는 일이 거의 사라졌습니다.,단양국유림관리소     ,2009-07-10
151,초본류,쑥부쟁이, ,쌍떡잎식물 초롱꽃목 : 국화과의 여러해살이풀       ,Aster yomena (Kitam.) Honda,국화과         ,습기가 약간 있는 산과 들,"높이 30~100cm로 뿌리줄기가 옆으로 뻗으며 원줄기가 처음 나올 때는 붉은빛이 돌지만 점차 녹색 바탕에 자줏빛을 띤다. 뿌리에 달린 잎은 꽃이 필때 진다. 줄기에 달린 잎은 어긋나고 바소꼴이며 가장자리에 굵은 톱니가 있다. 겉면은 녹색이고 윤이 나며 위쪽으로 갈수록 크기가 작아진다. 꽃은 7~10월에 피는데, 설상화는 자줏빛이지만 통상화는 노란색이다. 두화는 가지 끝에 1개씩 달리고 지름 2.5cm이다. 총포는 녹색이고 공을 반으로 자른 모양이며, 포조각이 3줄로 늘어선다. 열매는 수과로서 달걀 모양이고 털이 나며 10~11월에 익는다. 관모는 길이 약 0.5mm로서 붉은색이다. 번식은 종자나 포기나누기로 한다. 한국 · 일본 · 중국 · 시베리아 등지에 널리 분포한다. ",쑥을 캐러간 불쟁이(대장장이)의 딸이 죽은 자리에서 피어났다는 이야기가 있습니다.,단양국유림관리소     ,2009-07-10
152,초본류,앵초,Siebold Primrose,쌍떡잎식물 앵초목 : 앵초과의 여러해살이풀 ,Primula sieboldii E.Morren,앵초과  ,깊은 산 속의 나무 그늘이나 습지크기,"뿌리줄기는 짧고 옆으로 뻗는다. 줄기는 없고 전체에 잔털이 있다. 잎은 뿌리에서 뭉쳐나고, 잎자루는 길며 비스듬히 선다. 잎몸은 둥글며 밑 부분이 심장 모양이고 가장자리가 손바닥 모양으로 얕게 7~9개로 갈라지며 잔 톱니가 있다. 꽃은 7~8월에 붉은빛이 도는 자주색으로 피고 잎 사이에서 나온 꽃줄기 끝에 1~4층을 이루며 각층에 5~6개가 달린다.꽃줄기는 높이가 20~40cm이고 윗부분에 짧은 털이 있으며 잎이 달리지 않는다. 작은 꽃자루는 길이가 1~2cm이고, 포는 넓은 줄 모양이며 꽃받침은 통 모양이고 5개로 깊게 갈라진다. 화관은 지름이 1.5~2.5cm이고 통 모양이며 끝이 5개로 갈라지며 수술은 5개이며 통부분보다 짧다. 열매는 삭과이고 달걀 모양의 긴 타원형이며 길이가 7~12mm이다. 한국 · 일본에 분포한다.",고운 봄 꽃 하면 떠오르는 식물 중에는 언제나 앵초가 포함됩니다.,단양국유림관리소     ,2009-07-10
153,초본류,애기나리, ,외떡잎식물 백합목 : 백합과의 여러해살이풀  ,Disporum smilacinum A.Gray,백합과 ,산지의 숲 속,"꽃은 4~5월에 흰색으로 피고 줄기 끝에 1~2개가 밑을 향해 달린다. 작은 꽃자루는 길이가 1~2cm이고, 꽃잎은 6개이며 비스듬히 퍼지고 길이 12~16mm의 바소꼴이며 끝이 뾰족하다. 수술은 6개이고, 수술대는 꽃밥 길이의 2배이며, 꽃밥은 긴 타원모양이다.암술대는 끝이 3개로 갈라지고, 씨방은 달걀 모양이며 3실이고 암술대보다 길다. 큰 애기나리는 애기나리에 비해 키가 크며, 가지가 나누어지고 꽃이 가지 끝마다 보통 2~3송이씩 핀다. 열매는 장과이고 둥글며 검은 색으로 익는다. 한국(경기 · 강원 이남) · 일본  · 중국에 분포한다.",애기나리꽃은 작고 넓은 이파리에 가려 잘 보이지 않습니다.,단양국유림관리소     ,2009-07-10
154,초본류,애기똥풀, ,쌍떡잎식물 양귀비목 : 양귀비과의 두해살이풀,Chelidonium majus var. asiaticum (Hara) Ohwi,양귀비과,마을 근처의 길가나 풀밭,"뿌리는 곧고 땅 속 깊이 들어가며 귤색이다. 줄기는 가지가 많이 갈라지고 속이 비어 있으며 높이 30~80cm이고 분처럼 흰색을 띠며 상처를 내면 귤색의 젖 같은 액즙이 나온다. 잎은 마주나고 1~2회 깃꼴로 갈라지며 길이가 7~15cm이고 끝이 둔하며 가장자리에 둔한 톱니와 함께 깊이 패어 들어간 모양이 있다. 잎 뒷면은 흰색이고 표면은 녹색이다. 꽃은 5~8월에 황색으로 피고 줄기 윗부분의 잎겨드랑이에서 나온 가지 끝에 산형꽃차례를 이루며 몇 개가 달리며 꽃의 지름은 2cm이고, 꽃받침조각은 2개이며 길이 6~8mm의 타원 모양이고 일찍 떨어진다. 꽃잎은 4개이고 길이 12mm의 긴 달걀 모양이며, 수술은 많고, 암술은 1개이며 암술머리는 약간 굵고 끝이 2개로 얕게 갈라진다. 열매는 삭과이고 좁은 원기둥 모양이며 길이가 3~4cm이다. 한국 · 일본 · 중국 동북부 · 사할린 · 몽골 · 시베리아 · 캄차카반도 등지에 분포한다.",잎이나 줄기를 자르면 갓난아기의 무른 똥처럼 노란 즙이 나옵니다.,단양국유림관리소 ,2009-07-10
155,초본류,얼레지,Dog-tooth Violet,쌍떡잎식물 초롱꽃목 : 백합과의 여러해살이풀,Erythronium japonicum (Balrer) Decne.,백합과  ,높은 지대,비늘줄기는 바소꼴로 땅속 깊이 들어 있고 위에서 2개의 잎이 나와서 수평으로 퍼지며 잎은 달걀 모양 또는 타원형으로 녹색 바탕에 자주색 무늬가 있고 가장자리가 밋밋하다. 잎몸은 긴 타원형이며 꽃줄기는 잎 사이에서 나와 끝에 1개의 꽃이 밑을 향하여 달린다. 꽃잎은 바소꼴이고 6개이며 뒤로 말리고 자주색이지만 밑부분에 W형의 무늬가 있다. 6개의수술과 1개의 암술이 있으며 꽃밥은 진한 자색이고 선형이며 씨방은 삼각모양의 달걀 모양이다. 열매는 7~8월에 결실하며 삭과로 넓은 타원형 또는 구형이며 3개의 능선이 있다. 한국 · 일본 등지에 분포한다.,더없이 깊은 산골에 살면서 누구보다도 요염한 자태를 뽐낸다고 합니다.,단양국유림관리소  ,2009-07-10
156,초본류,엉겅퀴, ,쌍떡잎식물 초롱꽃목 : 국화과의 여러해살이풀,Cirsium japonicum var. maackii (Maxim.) Matsum.,국화과 ,산이나 들,줄기는 곧게 서고 높이 50~100cm이고 전체에 흰 털과 더불어 거미줄 같은 털이 있다. 뿌리잎은 꽃필 때까지 남아 있고 줄기잎보다 크며 줄기잎은 바소꼴모양의 타원형으로 깃처럼 갈라지고 밑은 원대를 감싸며 갈라진 가장자리가 다시 갈라지고 깊이 패어 들어간 모양의 톱니와 더불어 가시가 있다. 꽃은 6~8월에 피고 자주색에서 적색으로 변하며 가지와 줄기 끝에 두화가 달린다. 총포의 포조각은 7~8열로 배열하고 안쪽일수록 길어지며 관모는 길이 16~19mm이다. 열매는 수과로 3.5~4mm이다. 한국 · 일본 · 중국 북동부 및 우수리에 분포한다.,엉겅퀴란 이름의 비밀은 바로 약효에 있다고 합니다.,단양국유림관리소     ,2009-07-10
157,초본류,윤판나물, ,외떡잎식물 백합목 : 백합과의 여러해살이풀   ,Disporum uniflorum Baker,백합과   ,숲속,높이 30~60cm로 뿌리줄기는 짧고 뿌리가 옆으로 벋으며 위에서 큰 가지가 갈라진다. 잎은 어긋나고 긴 타원형이며 꽃은 4~6월에 황금색과 흰색으로 피고 가지 끝에 1~3개씩 아래를 향하여 달린다. 길이 2~2.5cm정도이고 화피는 통 모양이다. 화피 갈래조각과 수술은 6개씩이고 암술은 1개이며 끝이 3개로 갈라진다. 열매는 장과로서 둥글고 지름 1cm정도이며 검은색으로 익는다. 한국 · 중국 · 일본 · 사할린섬에 분포한다.,윤판나물의 꽃은 봄에 가지 끝에 두세 송이씩 밑을 향해 핍니다.,단양국유림관리소     ,2009-07-10
158,초본류,용담, ,쌍떡잎식물 합판화군 : 용담목 용담과의 여러해살이풀,Gentiana scabra Bunge for. scabra,용담과,산지의 풀밭,높이 20~60cm이고 4개의 가는 줄이 있으며 굵은 수염뿌리가 사방으로 퍼진다. 잎은 마주나고 자루가 없으며 바소 모양으로서 가장자리가 밋밋하고 3개의 큰 맥이 있다. 잎의 표면은 녹색이고 뒷면은 연한 녹색이며 톱니가 없다.꽃은 8~10월에 피고 자주색이며 잎겨드랑이와 끝에 달리고 포는 좁으며 바소꼴이며 꽃받침은 통 모양이고 끝이 뾰족하게 갈라진다. 화관은 종처럼 생기고 가장자리가 5개로 갈라지며 갈래조각 사이에 부편이 있다. 5개의 수술은 통부에 붙어 있고 암술은 1개이며 열매는 삭과로 11월에 익고 시든 화관 안에 들어 있으며 종자는  넓은 바소꼴로 양 끝에 날개가 있다. 한국 · 일본 · 중국 동북부 · 시베리아 동부에 분포한다. ,종 모양으로 생긴 꽃이 앙증맞도록 예쁘지만 뿌리에는 특징이 있습니다.,단양국유림관리소   ,2009-07-10
