숲이야기순번,구분,식물명,영문명,안내,학명,식물분류군명,서식장소,식물의일생,식물이야기설명,식물자료제공,등록일
36,목본류,물박달나무,Dahurian Birch,쌍떡잎식물 참나무목 : 자작나무과의 낙엽교목 ,Betula davurica Pall.,자작나무과 ,전국의 산기슭,"높이는 20m에 달하고, 나무껍질은 회색을 띤 갈색 또는 회색이며 얇은 조각으로 벗겨진다. 작은 가지는 검은빛이 도는 짙은 갈색이고 털과 지점이 있다. 잎은 길이 3~8cm의 달걀모양이고 끝이 뾰족하며 가장자리에 불규칙한 톱니가 있다. 잎의 맥 위에는 털이 있고, 측맥은 7~8쌍이며, 잎 뒷면에는 지점이 많다. 꽃은 단성화이고 암수 한그루이며 5월에 핀다.수꽃이삭은 밑으로 처지고 길이가 6~7cm이며 포는 갈색이고 털이 있으며 암꽃이삭은 곧게 서고 길이 4cm의 원통 모양이며 포는 갈색이다. 열매는 견과이고 길이 4mm의 타원 모양이며 붉은빛을 띤 갈색이고 날개가 있으며 9월 하순에 익으며 10월에 떨어진다. 한국(경기와 강원 이북) · 중국 동북부 · 우수리 유역 · 아무르 · 일본 등지에 분포한다.",물박달나무는 나무 껍질이 특이해서 알아보기가 매우 쉽습니다.,단양국유림관리소     ,2009-07-10
37,목본류,물오리나무,Manchurian Alder,쌍떡잎식물 너도밤나무목 : 자작나무과의 낙엽교목,Alnus sibirica Fisch. ex Turcz.,자작나무과 ,산지        ,"높이는 20m에 달하고, 나무껍질은 검은빛이 도는 짙은 갈색이고 회색의 피목이 있다. 어린가지는 털이 빽빽이 있고, 겨울눈에 털이 있다. 잎은 어긋나고 넓은 달걀 모양 또는 타원형의 달걀 모양이며 길이가 6~14cm이고 끝이 뾰족하다. 잎 가장자리는 5~8개로 얕게 갈라지고 톱니가 있으며, 잎의 표면은 짙은 녹색이고 맥 위에 잔털이 있으며, 뒷면은 잿빛을 띤 흰색이고 갈색 털이 있다. 잎자루는 길이가 2~4cm이고 털이 있다. 꽃은 암수한그루이고 3~4월에 피며 가지 끝 또는 잎겨드랑이에 수꽃이삭이 2~4개씩 달리고 암꽃이삭은 그 밑에 3~5개씩 달린다. 열매이삭은 가지 끝에 3~4개씩 달리고 길이 1.5~2cm의 타원 모양 또는 긴 타원형의 달걀 모양이며 검은빛이 도는 짙은 갈색이며, 10월에 익는다. 한국 · 일본 · 중국 동북부 · 시베리아 · 사할린 등지에 분포한다.                                                        ",옛날 옛날 호랑이가 담배 피던 시절까진 아니어도 오래된 이야기가 전해집니다.,단양국유림관리소     ,2009-07-10
38,목본류,물푸레나무, ,쌍떡잎식물 용담목 : 물푸레나무과의 낙엽교목 ,Fraxinus rhynchophylla Hance,물푸레나무과  ,산기슭이나 골짜기 물가,"높이는 10m이고 나무껍질은 회색을 띤 갈색이며 잿빛을 띤 흰 빛깔의 불규칙한 무늬가 있다. 잎은 마주나고 홀수 1회 깃꼴겹잎이고, 작은 잎은 5~7개이며 길이 6~15cm의 넓은 바소 모양 또는 바소모양이고 가장자리에 물결 모양의 톱니가 있으며 앞면에 털이 없고 뒷면 맥 위에 털이 있다. 꽃은 암수딴그루이지만 양성화가 섞이는 경우도 있으며, 5월에 피고 어린가지의 잎겨드랑이에 원추꽃차례를 이루며 달린다. 수꽃은 수술과 꽃받침조각이 각각 2개이고, 암꽃은 꽃받침조각 · 수술 · 암술이 각각 2~4개이고 꽃잎은 거꾸로 세운 바소 모양이다. 열매는 시과이고 길이가 2~4cm이며 9월에 익는다. 열매의 날개는 바소 모양 또는 긴 바소모양이다. 한국 · 중국 등지에 분포한다.",가지를 물에 담그면 물이 푸르게 변하기 때문에 물푸레나무라고 불립니다.,단양국유림관리소     ,2009-07-10
39,목본류,미역줄나무,Regal Threewing-nut,쌍떡잎식물 무환자나무목 : 노박덩굴과의 낙엽 덩굴식물,Tripterygium regelii Sprague & Takeda,노박덩굴과,산기슭이나 골짜기,"길이는 2m이고, 가지는 적갈색이며 혹 모양의 돌기가 빽빽이 나고 5개의 모가 난 줄이 있다. 잎은 어긋나고 길이 5~15cm의 달걀 모양 또는 타원 모양이며 밝은 녹색이고 뒷면의 맥 위에 털이 있으며 가장자리에 둔한 톱니가 있다. 잎자루는 길이가 1.5~3cm이다. 꽃은 6~7월에 흰색으로 피고 잎겨드랑이 또는 가지 끝에 길이 10~25cm의 원추꽃차례를 이루며 달린다. 꽃의 지름은 5~6mm이고, 꽃받침조각 · 꽃잎 · 수술은 5개씩이며, 암술은 1개이고, 씨방은 3실이고 삼각형이다. 열매는 시과이고 넓은 바소 모양이며 연한 녹색이지만 흔히 붉은빛이 돌고 9~10월에 익으며 3개의 날개가 있다. 날개는 끝이 오목하고 길이와 폭이 각각 12~18mm이다. 한국 · 일본 · 중국 등지에 분포한다.",무더운 여름 숲에서 시원한 빗줄기를 만날 때의 청량감을 느낄 수 있습니다.,단양국유림관리소     ,2009-07-10
4,목본류,개나리,"Korean Forsythia, Korean Golden-bell",쌍떡잎식물 용담목 : 물푸레나무과의 낙엽 관목,Forsythia koreana (Rehder) Nakai,물푸레나무과  ,산기슭 양지,"높이 약3m로 가지 끝이 밑으로 처지며, 잔가지는 처음에는 녹색이지만 점차 회갈색으로 변하고 껍질눈이 뚜렷하게 나타난다. 잎은 마주나고 타원형이며 톱니가 있고 길이 3~12cm로 잎 앞면은 짙은 녹색이고 뒷면은 황록색인데 양쪽 모두 털이 없다. 잎자루는 길이 1~2cm로 4월에 잎겨드랑이에서 노란색 꽃이 1~3새씩 피며 꽃자루는 짧다. 꽃받침은 4갈래이며 녹색으로 화관은 길이 2.5cm정도이고 끝이 4갈래로 깊게 갈라지는데 갈라진 조각은 긴 타원형이다.  수술은 2개이고 화관에 붙어 있으며 암술은 1개로 암술대가 수술보다 위로 솟은 것은 암꽃이고, 암술대가 짧아 수술 밑에 숨은 것은 수꽃이며 열매는 9월에 삭과로 달리는데, 길이는 1.5~2cm이고 달걀 모양이다. 한국(함경남도 · 함경북도를 제외한 전국) · 중국에 분포한다.","연교, 개나리꽃나무, 영춘화라고도 불립니다.",단양국유림관리소     ,2009-07-10
40,목본류,박달나무,Schmidt Birch,쌍떡잎식물 참나무목 : 자작나무과의 낙엽교목 ,Betula schmidtii Regel,자작나무과 ,깊은 산,"박달나무 잎은 호생하나 단지에서는 2개씩 무더기로 나며 잎표면은 녹색으로 털은 없고 뒷면에는 지점이 있고, 맥상에 털이 있으며 담록색이다. 엽병은 5~20mm로서 털이 있고 잎 크기는 손바닥 반만 하고 달걀모양으로 밑은 둥글고 끝은 뾰족하며 톱니가 있으며 길이 7~14cm로 가장자리에 불규칙한 이중의 톱니가 있고, 엽맥은 12~20쌍이 있다. 앞 뒷면을 손으로 만지면 약간 끈적끈적한 것이 박달나무의 특징이며 꽃은 5월에 암수 한 나무로 앞꽃은 2개씩 위로 서서 피며 수꽃은 1개씩 피고 수술이 4~8개로 가지 끝에 내려 숙여서 매달려 핀다. 열매는 타원형으로 좁은 날개가 있으나 포린은 측편이 피침형이며 이와 비슷한 것으로 난형이며 길이 1.5~2cm이고 포린의 측편이 녹상피침형인 것을 개박달나무라고 하며 우리나라 전역에서 자라고 있다.",유명한 단군신화에 나오는 신단수가 바로 '박달나무'라고 합니다.,단양국유림관리소     ,2009-07-10
41,목본류,박쥐나무, ,쌍떡잎식물 산형화목 : 박쥐나무과의 낙엽관목,Alangium platanifolium var. trilobum (Miq.) Ohwi,산형화목박쥐나무과,숲속 돌지대,높이 3m 정도로 줄기는 밑에서 올라와 수형을 만들고 수피는 검은빛을 띤 자주색으로 외피가 흔히 벗겨진다. 작은 가지에 털이 있으나 곧 없어지고 어릴 때는 녹색이다. 잎은 어긋나고 사각 모양 원형이며 길이와 나비가 7~20cm로서 끝이 3~5개로 얕게 갈라지고 가장자리가 밋밋하다.또한 양면에 잔 털이 있고 밑에서 손바닥 모양 맥이 갈라지며 잎자루는 길이 2~4cm이다. 꽃은 양성화이며 5~7월에 노란빛을 띤 흰색으로 피고 취산꽃차례에 달리며 작은 꽃자루에 환절이 있고 꽃잎은 줄 모양이며 밑이 서로 붙고 꽃이 피면 뒤로 말린다. 열매는 핵과로서 타원형이고 하늘색으로 9월에 성숙하며 길이 6~8mm이다. 한국 · 중국 동북부 · 일본에 분포한다.,박쥐나무의 잎을 보면 박쥐의 날개를 연상하게 됩니다.,단양국유림관리소     ,2009-07-10
42,목본류,붉나무, ,쌍떡잎식물 무환자나무목 : 옻나무과의 낙엽관목,Rhus javanica L.,옻나무과,산지        ,높이 3m 내외로 굵은가지는 드문드문 나오며 작은 가지에는 노란빛을 띤 갈색털이 있으며 잎은 어긋나고 7~13개의 작은잎으로 된 깃꼴겹잎이며 우축에 날개가 있다. 작은잎은 달걀 모양으로 굵은 톱니가 있고 뒷면에 갈색 털이 있으며 잎이 떨어지는 넓은 잎나무로서 크게 자랐을 때는 지름이 10여cm에 이르기도 한다.  흔히 혼동하는 옻나무나 개옻나무는 잎자루에 이런 날개가 없으므로 조금만 관심있게 보면 금세 구분 할 수 있다. 작은 잎은 타원형이며 끝이 차츰 뾰족해지고 가장자리에 드문드문 톱니가 있다. 꽃은 암수 다른 나무이고 가지의 꼭대기에 원뿔모양의 꽃차례에 달리고 8월에서 9월에 걸쳐 연한 노랑 빛의 꽃이 핀다.  꽃이 지면 속에 단단한 종자가 들어 있는 열매가 지천으로 달리는데 황갈색의 잔털로 덮여 있으며 익으면 맛이 시고 짠맛이 도는 흰빛 육질이 생긴다. ,붉나무는 가을에 빨갛게 물드는 단풍이 아름답습니다.,단양국유림관리소     ,2009-07-10
43,목본류,박태기나무, ,쌍떡잎식물 장미목 : 콩과의 낙엽관목 ,Cercis chinensis Bunge,콩과   ,산기슭이나 골짜기,"높이 3~5m로 자라고 가지는 흰빛이 돈다. 잎은 길이 5~8cm, 나비 4~8cm로 어긋나고 심장형이며 밑에서 5개의 커다란 잎맥이 발달한다. 잎면에 윤기가 있으며 가장자리는 밋밋하다. 꽃은 이른봄 잎이 피기 전에 피고 7~8개 또는 20~30개씩 한 군데 모여 달린다. 꽃줄기가 없고 작은 꽃자루는 길이 6~15mm로 꽃받침과 더불어 붉은빛을 띤 갈색이다. 꽃은 홍색을 띤 자주색이고 길이 1cm내외이며 열매는 협과로서 꼬투리는 길이 7~12cm이고 편평한 줄 모양 타원형으로 8~9월에 익으며 2~5개의 종자가 들어 있다.",4월 중순쯤이면 잎도 나오지 않은 채 온통 보라빛 꽃이 피어납니다.,단양국유림관리소     ,2009-07-10
44,목본류,밤나무,Korean castanea,쌍떡잎식물 참나무목 : 참나무과의 낙엽교목,Castanea crenata Siebold & Zucc.,참나무과,산기슭이나 밭둑,"높이 10~15m, 지름 30~40cm로 나무껍질은 세로로 갈라지며 작은가지는 자줏빛을 띤 붉은갈색이며, 짧은 털이 나지만 나중에 없어진다. 잎은 어긋나고 곁가지에서는 2줄로 늘어서며, 타원형 · 긴 타원형 또는 타원 모양의 바소꼴이다. 길이 10~20cm, 나비 4~6cm이고 물결 모양의 끝이 날카로운 톱니가 있다. 겉면은 짙은 녹색이며 윤이 나고, 뒷면은 성모가 나고 잎자루는 1~1.5cm이다. 꽃은 암수한그루로서 6월에 피며 수꽃은 꼬리모양의 긴 꽃 이삭에 달리고, 암꽃은 그 밑에 2~3개가 달린다. 열매는 견과로서 9~10월에 익으며, 1송이에 1개 또는 3개씩 들어있다. 밤나무속 식물은 아시아 · 유럽 · 북아메리카 · 북아프리카 등의 온대지역에 13종이 분포한다. ",예로부터 전해 내려오는 말이 밤나무 꽃향기와 관련이 있다고 합니다.,단양국유림관리소     ,2009-07-10
45,목본류,백당나무,"Sargent Viburnum, Cranberry Bush",쌍떡잎식물 꼭두서니목 : 인동과의 낙엽 관목 ,Viburnum opulus L.,인동과  ,산지의 습한 곳,"높이 약3m로 나무껍질은 불규칙하게 갈라지며 코르크층이 발달한다. 새가지에 잔털이 나며 겨울눈은 달걀 모양이다. 잎은 마주나고 넓은 달걀 모양이며 끝이 3개로 갈라져서 양쪽의 것은 밖으로 벌어지지만 위쪽에 달린 잎은 갈라지지 않으며, 가장자리에 톱니가 있다.꽃은 5~6월에 흰색으로 피고 산방꽃차례에 달리며 꽃이삭 주변에 중성화가 달린다. 열매는 핵과로서 둥글고 지름 8~10mm이며 붉게 익는다. 한국 · 일본 · 사할린섬 · 중국 · 헤이룽강 · 우수리강 등지에 분포한다.",한눈에 봐도 꽃 모양이 여느 꽃나무와 다릅니다.,단양국유림관리소     ,2009-07-10
46,목본류,버드나무, ,쌍떡잎식물 버드나무목 : 버드나무과의 낙엽교목 ,Viburnum opulus var. calvescens (Rehder) Hara,버드나무과 ,들과 냇가,"높이 약 20m, 지름 약 80cm로 나무껍질은 검은 갈색이고 얕게 갈라지며 작은가지는 노란빛을 띤 녹색으로 밑으로 처지고 털이 나지만 없어진다. 잎은 어긋나고 바소꼴이거나 긴 타원형이며 길이 5~12cm, 나비 7~20cm로 끝이 뾰족하고 가장자리에 안으로 굽은 톱니가 있다. 잎자루는 길이 2~10mm이고 털이 없거나 약간 난다. 꽃은 4월에 피고 암수딴그루로 수꽃은 길이 1~2cm이며 꿀샘과 수술이 2개씩이고 수술대 밑에는 털이 나며 암꽃은 길이 1~2cm이고 1~2개의 꿀샘이 있다. 꽃대에 털이 나고 포는 녹색의 달걀 모양이며 털이 나고 씨방은 달걀 모양으로 자루가 없으며 털이 나고 암술대는 약간 길며 암술머리는 4개이다. 열매는 삭과로서 5월에 익으며 털이 달린 종자가 들어 있다. 한국 · 일본 · 중국 북동부 등지에 분포한다.","봄이 되어 언 땅이 녹고, 나무에 물이 오르면 잎도 나기 시작합니다.",단양국유림관리소     ,2009-07-10
47,목본류,벚나무,Korean Willow,쌍떡잎식물이판화군장미목 : 장미과의 낙엽교목,Salix koreensis Andersson,장미과   ,산지        ,"높이 20m에 달하고 나무껍질이 옆으로 벗겨지면 검은 자갈색이고 작은가지에 털이 없다. 잎은 어긋나고 달걀 모양 또는 달걀 모양의 바소꼴로 끝이 급하게 뾰족하며 밑은 둥글거나 넓은 예저로 길이 6~12cm이다. 잎 가장자리에 침 같은 겹톱니가 있다. 털이 없고 처음에는 적갈색 또는 녹갈색이지만 완전히 자라면 앞면은 짙은 녹색, 뒷면은 다소 분백색이 도는연한 녹색이 된다.잎자루는 길이 2~3cm이며 2~4개의 꿀샘이 있다. 꽃은 4~5월에 분홍색 또는 흰색으로 피며 2~5개가 산방상 또는 총상으로 달린다. 꽃자루에 포가 있으며 작은꽃자루와 꽃받침통 및 암술대에는 털이 없다. 열매는 둥글고 6~7월에 적색에서 흑색으로 익으며 버찌라고 한다. 한국 · 중국 · 일본에 분포한다. ","벚나무는 커다란 나무에 잎도 나오기 전, 화사한 꽃이 피어납니다.",단양국유림관리소     ,2009-07-10
48,목본류,병꽃나무,Oriental flowering cherry,쌍떡잎식물 합판화군 : 꼭두서니 목인동과의 낙엽관목,Prunus serrulata var. spontanea (Maxim.) E.H.Wilson,인동과  ,산지 숲 속 ,높이 2~3m로 줄기는 연한 잿빛이지만 얼룩 무늬가 있으며 잎은 마주나고 잎자루는 거의 없으며 달걀을 거꾸로 세운 모양의 타원형 또는 넓은 달걀 모양으로 끝이 뾰족하다. 양면에 털이 있고 뒷면 맥 위에는 퍼진 털이 있으며 가장자리에 잔 톱니가 있다. 5월에 병 모양의 꽃이 노랗게 피었다가 점차 붉어지며 1~2개씩 잎겨드랑이에 달린다. 꽃받침은 밑까지 완전히 5개로 갈라지며 털이 있다. 5개의 수술이 있다. 열매는 삭과로 잔털이 있고 길이 1~1.5cm로서 9월에 성숙하여 2개로 갈라지고 종자에 날개가 있다. 한국 특산종으로 전역에 분포한다. ,누군가 병꽃나무를 보며 가지에서 울리는 수많은 나팔꽃을 연상했다고 합니다.,단양국유림관리소     ,2009-07-10
49,목본류,복분자,Korean Weigela,낙엽활엽의 덩굴성 식물,Weigela subsessilis L.H.Bailey,장미과   ,산기슭과 계곡,높이 3m에 이르며 햐얀분을 쓴듯한 줄기 끝에 닿아 뿌리를 내린다. 잎은 우상복엽인데 어긋나며 꽃은 5~6월에 가시끝의 산방화서에 달린다. 열매는 반구형의 장과로서 7~8월에 익으며 검붉은색을 띤다. ,옛날 신혼부부가 있었는데 남편이 이웃마을에 볼 일을 보러 갔다는 이야기가 있습니다.,단양국유림관리소     ,2009-07-10
5,목본류,개옻나무, ,쌍떡잎식물 무환자나무목 : 옻나무과의 낙엽활엽 소교목,Rhus tricocarpa Miq.,옻나무과,산허리나 산기슭,"높이 약 7m로 작은가지와 잎자루는 붉은빛을 띤 갈색이며 털이 난다. 잎은 어긋나고 잎자루와 더불어 길이 20~40cm이며 홀수1회 깃꼴겹잎으로 작은잎은 13~17개이고 잎자루는 짧으며 달걀 모양 또는 긴 타원형이다. 잎 밑은 둥글고 끝은 뾰족하며 길이 4~10cm, 나비 3~5cm이다. 겉면 맥 위에 털이 나거나 없으며, 뒷면 맥 위에는 털이 나며 가장자리는 밋밋하거나 톱니가 2~3개 있는 것이 있다. 원추꽃차례로 꽃이삭이 잎겨드랑이에서 나오는데, 꽃은 단성화이고 5~7월에 노란빛을 띤 녹색으로 핀다. 꽃잎과 꽃받침은 각각 5개이며 꽃차례는 갈색 털이 빽빽이 나고 길이 15~30cm이며 수꽃에는 5개의 수술, 암꽃에는 3개의 암술머리가 있다. 열매는 핵과인데, 납작하고 둥글며 10월에 노란빛을 띤 갈색으로 익는다. 한국 · 일본 · 중국 · 쿠릴열도 남부 등지에 분포한다.","단풍나무, 붉나무와 함께 가을산을 붉게 물들이는 나무입니다.",단양국유림관리소     ,2009-07-10
50,목본류,복자기,Threeflower Maple,쌍떡잎식물 이판화군 무환자나무목 : 단풍나무과의 낙엽교목,Acer triflorum Kom.,단풍나무과,숲 속,"높이 15m까지 자라며 나무껍질이 회백색이고 가지는 붉은빛이 돌며 겨울눈은 검은색이고 달걀 모양이다. 잎은 마주나고 3개의 작은잎으로 구성된다. 작은잎은 긴 타원형의 달걀 모양 또는 긴 타원형 바소꼴로 가장자리에 2~4개의 톱니와 더불어 굵은 털이 있다. 잎자루는 길이 5cm이고 털이 있다. 꽃은 5월에 피고 잡성이며, 3개가 산방상으로 달리고 꽃가지에는 갈색 털이 있다. 열매는 시과로 길이 5cm, 나비1.5cm로 회백색이고 나무처럼 딱딱하며 겉에 센털이 밀생하고 9~10월에 익으며 날개는 둔각으로 벌어진다. 한국 · 중국 · 북동부 등지에 분포한다.",복자기는 단풍나무 중에서도 유달리 키가 크게 자라는 특징이 있습니다.,단양국유림관리소     ,2009-07-10
51,목본류,분꽃나무,"Fragrant Viburnum, Carlesii Viburnim",쌍떡잎식물 꼭두서니목 : 인동과의 낙엽 관목 ,Viburnum carlesii Hemsl.,인동과  ,산기슭 양지,"높이는 2m정도이고, 작은 가지와 겨울눈에 털이 빽빽이 난다. 잎은 마주나고 달걀 모양 또는 원형이며 길이 3~10cm로 양면에 털이 빽빽이 나며 가장자리에 불규칙한 톱니가 있고 잎자루는 길이 5~10mm이다. 꽃은 4~5월에 잎과 동시에 피는데, 취산꽃차례로 지난해 가지의 끝이나 1쌍의 잎이 있는 짧은 가지 끝에 달린다. 꽃은 지름 1~1.4cm이고 연한 자줏빛을 띤 홍색을 끼며 향기가 있고 꽃받침은 5개로 갈라지고, 꽃부리는 길이 1cm 정도이다. 수술은 5개이고 수술대는 꽃밥의 길이보다 짧으며 열매는 길이 1cm이고 달걀 모양 원형이며 9월에 검은색으로 익는다. 한국 · 일본 등지에 분포한다.",분화목이라 불리는 이 나무는 향기 좋은 꽃을 가지고 있습니다.,단양국유림관리소     ,2009-07-10
52,목본류,사시나무,David Poplar,쌍떡잎식물 버드나무목 : 버드나무과의 낙엽활엽 교목,Populus davidiana Dode,버드나무과 ,산지        ,"높이 약 10m, 지름 약 30cm로 나무껍질은 검은빛을 띤 갈색이며 오랫동안 갈라지지 않고, 작은가지와 겨울눈에 털이 없다. 잎은 어긋나고 둥글거나 달걀모양이며 길이 2~6cm이다. 가장자리에 얕은 톱니가 있고 잎자루는 납작하며 턱잎은 일찍 떨어진다.꽃은 암수딴그루로서 4월에 피고 마상꽃차례에 달리며 수꽃의 포는 둥글고 톱니가 있으며 일찍 떨어진다. 수술은 6~12개, 암술은 1개씩이며 암술머리는 2~3개이다. 화피는 통처럼 생기고 꽃잎과 꽃받침의 구별이 없으며 씨방은 달걀 모양이고 열매는 삭과로서 긴 타원형이며 5월에 익는다. 한국 · 중국, 시베리아 동부에 분포한다.",크게 겁을 먹어 이빨이 서로 부딪칠 만큼 덜덜 떨게 되는 모습과 관련이 있다고 합니다.,단양국유림관리소     ,2009-07-10
53,목본류,사위질빵,Aoiifolia Virgin`s bower,쌍떡잎식물 미나리아재비목 : 버드나무과의 낙엽활엽 교목,Clematis apiifolia DC.,미나리아재비과     ,산과 들        ,"길이 약 3m로 어린 가지에 잔털이 나며 잎은 마주나고 3장의 작은잎이 나온 잎이거나 2회 3장의 작은잎이 나오며 입자루가 길다. 작은잎은 달걀 모양이거나 달걀 모양 바소꼴로서 길이 4~7cm이다. 끝이 뾰족하고 가장자리에 깊이 패어 들어간 모양의 톱니가 있으며 뒷면 맥 위에 털이 난다.꽃은 7~8월에 흰색으로 피고 지름 13~25mm로서 잎겨드랑이에 취산상 원추꽃차례로 달린다. 꽃받침조각은 넓은 바소꼴이며 4개가 십자 모양으로 달리며 꽃잎은 없고 수술과 암술은 많다. 꽃밥은 줄 모양이며 길이 약 2mm로 열매는 수과로서 5~10개씩 모여 달리고, 9~10월에익으며 흰색 또는 연한갈색 털이 난 긴 암술대가 있다. 한국 · 일본 · 중국에 분포한다.",식물 이름 중에 순 우리말이 붙은 것은 나름대로 재미있는 이야기가 있습니다.,단양국유림관리소     ,2009-07-10
54,목본류,산딸나무,Kousa,쌍떡잎식물 산형화목 : 층층나무과의 낙엽소교목,Cornus kousa F.Buerger ex Miquel,층층나무과 ,산지의 숲,"높이 7~12m로 가지가 층층나무처럼 퍼지며 잎은 마주나고 달걀 모양 타원형으로 길이 5~12cm, 나비 3.5~7cm이다. 끝이 뾰족하고 밑은 넓은 쐐기 모양이며 가장자리에 톱니가 없으나 약간 물결 모양이다. 뒷면 맥액에 털이 빽빽이 나며 결맥은 4~5쌍, 잎자루는 길이 3~7cm이다.꽃은 양성화로서 6월에 피고 짧은 가지 끝에 두상꽃차례로 모여 달리며 꽃잎 같은 4개의 하얀 포로 싸인다. 포조각은 좁은 달걀 모양이며 길이 3~6cm로 꽃잎과 수술은 4개씩이고 암술은 1개이며 20~30개가 모여서 달린다. 열매는 취과로서 딸기처럼 모여 달리며 10월에 붉은빛으로 익는다. 한국 · 일본 · 중국에 분포한다.",영어로 Dogwood는 그리스도의 고난을 상징하는 나무라고 합니다.,단양국유림관리소     ,2009-07-10
55,목본류,산뽕나무,Bombycis mulberry,쌍떡잎식물 쐐기풀목 : 뽕나무과의 낙엽소교목,Morus bombycis Koidz. var. bombycis,뽕나무과,산지나 논밭둑,"높이 7~8m로 나무껍질은 잿빛을 띤 갈색이며 작은가지는 잔털이 나거나 없고 점차 검은빛을 띤 갈색이 된다. 잎은 달걀 모양이거나 넓은 달걀 모양으로 가장자리에 불규칙하고 날카로운 톱니가 있고, 뒷면 주맥 위에 털이 약간 나며 끝이 꼬리처럼 길다. 꽃은 암수딴그루이거나 웅성화로서 5월에 피며 열매는 집합과로서 6월에 자줏빛을 띤 검은색으로 익으며, 육질로 되는 화피가 합쳐져서 1개의 열매처럼 된다. 한국 · 일본 · 중국 · 타이완 · 사할린섬 등지에 분포한다.",추억의 나무 뽕나무에 대해서는 이런저런 이야기가 전해집니다.,단양국유림관리소     ,2009-07-10
