숲이야기순번,구분,식물명,영문명,안내,학명,식물분류군명,서식장소,식물의일생,식물이야기설명,식물자료제공,등록일
77,목본류,진달래,Korean Rhodo-dendron,쌍떡잎식물 진달래목 : 진달래과의 낙엽관목,Rhododendron mucronulatum Turcz. var. mucronulatum,진달래과 ,산지의 볕이 잘 드는 곳,"전국의 50~2,000m 높이의 산야에서 무리지어 자란다. 높이는 2~3m이고 줄기 윗부분에서 많은 가지가 갈라지며, 작은 가지는 연한 갈색이고 비늘조각이 있다. 잎은 어긋나고 긴 타원 모양의 바소꼴 또는 거꾸로 세운 바소꼴이며 길이가 4~7cm이고 양끝이 좁으며 가장자리가 밋밋하다.  잎 표면에는 비늘 조각이 약간 있고, 뒷면에는 비늘 조각이 빽빽이 있으며 털이 없고, 잎자루는 길이가 6~10mm이다. 꽃은 4월에 잎보다 먼저 피고 가지 끝 부분의 겹눈에서 1개씩 나오지만 2~5개가 모여 달리기도 한다. 화관은 벌어진 깔때기 모양이고 지름이 4~5cm이며 붉은빛이 강한 자주색 또는 연한 붉은색이고 겉에 털이 있으며 끝이 5개로 갈라진다.수술은 10개이고 수술대 밑 부분에 흰색 털이 있으며, 암술은 1개이고 수술보다 휠씬 길다. 열매는 삭과이고 길이 2cm의 원통 모양이며 끝 부분에 암술대가 남아 있다. 한국 · 일본 · 중국 등지에 분포한다.",남부 지방에서는 진달래란 이름보다 참꽃이 더 친숙하게 불립니다.,단양국유림관리소     ,2009-07-10
78,목본류,쪽동백나무,Fragrant snowbell,쌍떡잎식물 감나무목 : 때죽나무과의 낙엽교목,Styrax obassia Siebold & Zucc.,때죽나무과,산지의 숲 속  ,"높이는 6~15m이고, 나무 껍질은 잿빛을 띤 흰색이며, 어린 가지는 녹색이고 갈색의 털이 있으나 나중에 다갈색으로 변하며 털이 없어진다. 잎은 어긋나고 타원 모양 또는 둥근 달걀 모양이며 끝이 뾰족하고 밑부분이 둥글며 윗부분 가장자리에 얕은 톱니가 있다. 잎 뒷면에 흰색의 성모가 빽빽이 있다. 꽃은 5~6월에 흰색으로 피고 새가지 끝에 총상꽃차례를 이루며 달린다. 수술은 10개이고, 꽃밥은 노란색이며, 암술은 1개이다. 열매는 핵과이고 달걀 모양의 원형 또는 타원모양이며 성모가 빽빽이 있고 9월에 익는다. 한국 · 일본 · 중국 등지에 분포한다.",옛날 여인들은 멋을 내기 위하여 동백기름을 머리에 발랐습니다.,단양국유림관리소     ,2009-07-10
79,목본류,찔레꽃,Baby Rose,쌍떡잎식물 장미목 : 장미과의 낙엽관목,Rosa multiflora Thunb. var. multiflora,장미과 ,산지의 숲 속  ,"높이는 1~2m이고 가지가 많이 갈라지며, 가지는 끝 부분이 밑으로 쳐지고 날카로운 가시가 있다. 잎은 어긋나고 5~9개의 작은 잎으로 구성된 깃꼴겹잎이다. 작은 잎은 타원 모양 또는 달걀을 거꾸로 세운 모양이고 길이가 2~4cm이며 양끝이 좁고 가장자리에 잔 톱니가 있다. 잎 표면에 털이 없고, 뒷면에 잔털이 있으며, 턱잎은 아랫부분이 잎자루 밑부분과 붙고 가장자리에 빗살같은 톱니가 있다.꽃은 5월에 흰색 또는 연한 붉은색으로 피고 새가지 끝에 원추꽃차례를 이루며 달린다. 작은 꽃자루에 선모가 있고, 꽃받침조각은 바소꼴이며 뒤로 젖혀지고 안쪽에 털이 빽빽이 있다. 꽃잎은 달걀을 거꾸로 세운 모양이고 끝 부분이 파지며 향기가 있으며 열매는 둥글고 지름이 6~9mm이며 9월에 붉은 색으로 익고 길이 2~3mm의 수과가 많이 들어 있다. 한국 · 일본 등지에 분포한다. ",찔레꽃의 질박함은 유난히도 흰옷을 즐겨 입던 한민족의 정서와 잘 어울린다고 합니다.,단양국유림관리소     ,2009-07-10
8,목본류,고로쇠나무,Mono Maple,쌍떡잎식물 무환자나무목 : 단풍나무과의 낙엽 교목,Acer pictum subsp. mono (Maxim.) Ohashi,단풍나무과,산지 숲속,"높이 약 20m이며 나무껍질은 회색이고 여러 갈래로 갈라지며 잔가지에 털이 없다. 잎은 마주나고 둥글며 대부분 손바닥처럼 5갈래로 갈라져 있으며 잎 끝이 뾰족하고 톱니는 없고 긴 잎자루가 있으나 뒷면 맥 위에 가는 털이 난다.  꽃은 잡성으로 양성화와 수꽃이 같은 그루에 피며 4~5월에 작은꽃이 잎보다 먼저 연한 노란색으로 핀다. 꽃잎은 5개이고 수술은 8개, 암술은 1개이며 열매는 시과로 프로펠러 같은 날개가 있으며 길이 2~3cm로 9월에 익는다. 한국(전라남도 · 경상남도 · 강원도) · 일본 · 사할린섬 · 중국 · 헤이룽강 등지에 분포한다.","봄이 되어 언 땅이 녹고, 나무에 물이 오르기 시작하는 시기입니다.",단양국유림관리소     ,2009-07-10
80,목본류,아까시나무,"Black Locust, False Acacia, Bristly Locust, Mossy Locust",쌍떡잎식물 장미목 : 콩과의 낙엽교목,Robinia pseudoacacia L.,콩과,산과 들     ,"높이 약25m로 나무껍질은 노란빛을 띤 갈색이고 세로로 갈라지며 턱잎이 변한 가시가 있으며 잎은 어긋나고 홀수 1회 깃꼴겹잎이며 작은 잎은 9~19개이며 타원형이거나 달걀 모양이고 길이 2.5~4.5cm이다. 잎양면에 털이 없고  가장자리가 밋밋하며 꽃은 5~6월에 흰색으로 피는데, 어린가지의 잎겨드랑이에 총상꽃차례로 달린다. 꽃은 길이 15~20mm이며 향기가 강하고 꽃받침은 5갈래로 갈라지며 열매는 협과로서 납작한 줄 모양이며 9월에 익는다. 5~10개의 종자가 들어 있는데, 종자는 납작한 신장모양이며 길이 5mm이고 검은빛을 띤 갈색이다. 번식은 꺽꽂이와 포기나누기, 종자로 한다. ",아까시나무는 소나무 등 재래 수종의 생장을 방해한다고 알려져 있습니다.,단양국유림관리소     ,2009-07-10
81,목본류,오동나무,Korean Paulownia,쌍떡잎식물 합판화군 통화식물목 : 현삼과의 낙엽교목,Paulownia coreana Uyeki,현삼과  ,산과 들     ,"높이 15m에 달하며 잎은 마주나고 달걀 모양의 원형이지만 오각형에 가깝고 끝이 뾰족하며 밑은 심장저이고 길이 15~23cm, 나비 12~29cm로서 표면에 털이 거의 없다. 뒷면에 갈색 성모가 있으며 가장자리에 톱니가 없다. 그러나 어린잎에는 톱니가 있고 잎자루는 길이 9~21cm로서 잔털이 있다.  꽃은 5~6월에 피고 가지 끝의 원추꽃차례에 달리며 꽃받침은 5개로 갈라진다. 갈래조각은 달걀 모양으로 길며 끝이 뾰족하고 서기도 하고 퍼지기도 하며 양 면에 잔털이 있다. 화관은 길이 6cm로서 자주색이지만 후부는 노란색이고 내외부에 성모와 산모가 있다. 4개의 수술 중 2개는 길고 털이 없으며 씨방은 달걀 모양으로 털이 있다. 열매는 삭과로 달걀 모양이고 끝이 뾰족하며 털이 없고 길이 3cm로서 10월에 익는다. 한국 특산종으로 평안남도 · 경기도 이남에 분포한다.","오동나무는 원래 머귀나무로 불렸으며, 이 머귀나무의 머귀가 이름의 유래와 관련이 있습니다.",단양국유림관리소     ,2009-07-10
82,목본류,오미자,Five-flavor magnolia vine,쌍떡잎식물 이판화군 목련목 : 오미자과의 낙엽식물,Schisandra chinensis (Turcz.) Baill.,오미자과,산골짜기,줄기는 갈색이고 나무를 기어오르는 성질이 있다. 잎은 어긋나고 넓은 타원형 · 긴 타원형 또는 달걀 모양이며 뒷면 잎맥 위에는 털이 있고 가장자리에 치아 모양의 톱니가 있으며 꽃은 6~7월에 피고 단성화이며 약간 붉은빛이 도는 황백색이다. 꽃이 핀 다음 암꽃의 꽃턱은 길이 3~5cm로 자라서 열매가 수상으로 달린다. 열매는 장과로 거의 둥글고 이삭 모양으로 여러개가 달리며 8~9월에 홍색으로 익으며 1~2개의 홍갈색 종자가 들어 있다. 한국 · 일본 · 중국 · 우수리 · 아무르에 분포한다.,"오미자는 열매에 신맛, 단맛, 쓴맛, 짠맛, 매운맛의 다섯 가지 맛이 있습니다.",단양국유림관리소     ,2009-07-10
83,목본류,올괴불나무, ,쌍떡잎식물 꼭두서니목 : 인동과의 낙엽 관목,Lonicera praeflorens Batalin,인동과 ,산지의 숲 속   ,"약 1m의 높이로 자라며 어린가지는 갈색 바탕에 검은빛 반점이 있으며 묵은가지는 잿빛이며 나무껍질은 세로로 갈라지고 줄기의 속은 흰색이다. 잎은 마주나고 달걀 모양이거나 타원 모양이고 길이 3~6cm, 나비 2~4cm로 끝이 뾰족하고 밑은 둥근 모양이고 가장자리가 밋밋하며 앙면에 부드러운 털이 빽빽이 나며 잎자루는 길이 1~5mm이다.꽃은 3~5월에 연한 붉은색 또는 노란빛을 띤 흰색으로 잎보다 먼저 피는데, 묵은 가지 끝에서 길이 2~3mm이 꽃자루가 나와 2송이씩 달리며 꽃자루에는 잔 털이 나고 선점이 있다. 수술은 5개로서 화관보다 약간 길며 열매는 장과로서 공 모양이고 5~10월에 붉은빛으로 익는다. 나무는 관목으로 죽은 나무같이 줄기 껍질이 너덜너덜 벗겨지다 만 것 같다. 경남을 제외한 전국의 표고 100~1,800m 사이에 자생한다.",올괴불나무는 괴불나무 중에서도 일찍 꽃을 피운다 해서 '울괴불나무'라고 불린다고 합니다.,단양국유림관리소     ,2009-07-10
84,목본류,참나무, ,쌍떡잎식물 이판화군 참나무목 : 참나무과 참나무속의 총칭.,Quercus,참나무과 참나무속,산지의 숲 속    ,.,"참나무는 어느 한 종을 두고 말하는 것이 아니라, 도토리 열매를 맺는 나무들을 통칭합니다.",단양국유림관리소     ,2009-07-10
85,목본류,으름덩굴,"Five-leaf Akebia, Chocolate Vine",쌍떡잎식물 미나리아재비목 : 으름덩굴과의 낙엽 덩굴식물,Akebia quinata (Thunb.) Decne.,으름덩굴과,산과 들       ,"길이 약 5m로 가지는 털이 없고 갈색이며 잎은 묵은가지에서는 무리지어 나고 새가지에서는 어긋나며 손바닥 모양의 겹잎이다. 작은잎은 5개씩이고 넓은 달걀 모양이거나 타원형이며 가장자리가 밋밋하고 끝이 약간 오목하다. 꽃은 암수한그루로서 4~5월에 자줏빛을 띤 갈색으로 피며 잎겨드랑이에 총상꽃차례로 달린다. 꽃잎은 없고 3개의 꽃받침조각이 꽃잎같이 보인다. 수꽃은 작고 6개의 수술과 암꽃의 흔적이 있으며 암꽃은 크고 3~6개의 심피가 있다. 꽃받침은 3장, 열매는 장과로서 긴 타원형이고 10월에 자줏빛을 띤 갈색으로 익는다. 길이 6~10cm이고 복봉선으로 벌어진다. 번식은 종자나 포기나누기 · 꺾꽂이 등으로 한다. 한국(황해도 이남) · 일본 · 중국 등지에 분포한다.",으름덩굴은 과육이 달고 바나나와 비슷해서 가을 산의 바나나로 불립니다.,단양국유림관리소     ,2009-07-10
86,목본류,은행나무, Maidenhair Tree,은행나무과의 낙엽교목,Ginkgo biloba L.,은행나무과,산지 및 가로수,"높이는 5~10m이나 40m에 달하는 것도 있으며, 나무 껍질은 회색으로 두껍고 코르크질이며 균열이 생긴다. 가지는 긴 가지와 짧은 가지의 2종류가 있고 잎은 대부분의 겉씨식물이 침엽인 것과는 달리 은행나무의 잎은 부채꼴이며 중앙에서 2개로 갈라지지만 갈라지지 않는 것과 2개 이상 갈라지는 것 등이 있다. 잎맥은 2개씩 갈라지며 긴 가지에 달리는 잎은 뭉쳐나고 짧은 가지에서는 총생한다. 꽃은 4월에 잎과 함께 피고 2가화이며 수꽃은 미상꽃차례로 달리고 연한 황록색이며 꽃잎이 없고 2~6개의 수술이 있다. 암꽃은 녹색이고 끝에 2개의 밑씨가 있으며 그 중 1개가 종자로 발육한다.화분실에 들어간 꽃가루는 발육하여 가을에 열매가 성숙하기 전 정자를 생산하여 장란기에 들어가서 수정한다 열매는 핵과로 공 모양같이 생기고 10월에 황색으로 익으며 바깥껍질에서는 냄새가 나고 피부에 닿으며 염증을 일으키며, 중과피는 달걀 모양의 원형이며 2~3개의 능이 있고 백색이다. 한국 · 일본의 고산 · 고원지대를 제외한 온대에 분포한다.",은행나무는 열매가 살구 비슷하게 생겼다 하여 살구 행자와 중과라는 이름이 붙었습니다.,단양국유림관리소     ,2009-07-10
87,목본류,음나무,"Carstor Aralia, Kalopanax",쌍떡잎식물 산형화목 : 두릅나무과의 낙엽 교목,Kalopanax septemlobus (Thunb. ex Murray) Koidz.,두릅나무과,산지     ,"높이 25m에 달하며, 가지는 굵으며 크고 밑이 퍼진 가시가 있다. 잎은 어긋나고 둥글며 가장자리가 5~9개로 깊게 갈라진다. 갈래조각에 톱니가 있으며 잎자루는 잎보다 길다. 꽃은 7~8월에 피고 활록색이며 복산형꽃차례에 달린다. 꽃잎과 수술은 5개씩이고 씨방은 하위이며 암술대는 2개이다.  열매는 핵과로 둥글며 10월에 검게 익는다. 나무껍질은 약용하며 뿌리와 어린 잎은 식용한다. 지방에 따라서는 개두릅나무라고 부르기도 하며 잎 뒷면에 털이 밀생한 것을 털음나무라고 하며, 잎이 길게 갈라지고 뒷면에 흰털이 다소 있는 것을 가는잎음나무라고 한다. 한국 · 일본 · 만주 · 중국 등지에 분포한다.","엄나무와 음나무 둘 다 쓰이지만, 가시가 엄하게 생겨서 음나무라고 불립니다.",단양국유림관리소     ,2009-07-10
88,목본류,이팝나무,Retusa Fringe Tree,쌍떡잎식물 용담목 : 물푸레나무과의 낙엽교목,Chionanthus retusus Lindl. & Paxton,물푸레나무과,산지  ,"높이 약 20m로 나무껍질은 잿빛을 띤 갈색이고 어린 가지에 털이 약간 나며 잎은 마주나고 잎자루가 길며 타원형이고 길이 3~15cm, 나비 2.5~6cm이다. 가장자리는 연한 갈색 털이 나며 꽃은 암수딴그루로서 5~6월에 피는데, 새가지 끝에 원뿔 모양 취산꽃차례로 달린다.  꽃받침과 화관은 4개로 갈라지고 꽃잎은 흰색이며 나비 3mm정도이며 작은 꽃자루는 길이 7~10mm이고 마디가 있다. 수술은 2개로서 화통에 붙으며, 암술은 1개이며 열매는 핵과로서 타원형이고 검은 보라색이며 10~11월에 익는다. 번식은 종자나 꺾꽂이로 한다. 한국(중부 이남) · 일본 · 타이완 · 중국에 분포한다.","이팝나무는 이밥나무에서 유래되었다는 설이 있으며, 흰 꽃이 밥알처럼 보입니다.",단양국유림관리소     ,2009-07-10
89,목본류,인동덩굴,Golden-and-silver honeysuckle,쌍떡잎식물 꼭두서니목 : 인동과의 반상록 덩굴식물,Lonicera japonica Thunb.,인동과,산지   ,"길이 약 5m로 줄기는 오른쪽으로 길게 벋어 다른 물체를 감으면서 올라간다. 가지는 붉은 갈색이고 속이 비어 있다. 잎은 마주 달리고 긴 타원형이거나 넓은 바소꼴이며 길이 3~8cm, 나비 1~3cm이다. 가장자리가 밋밋하지만 어린 대에 달린 잎은 깃처럼 갈라지며 잎자루는 길이 약 5mm이다.꽃은 5~6월에 피고 연한 붉은색을 띤 흰색이지만 나중에 노란색으로 변하며, 2개씩 잎겨드랑이에 달리고 향가 난다. 화관은 입술 모양이고 길이 3~4cm이며 화관통은 끝에서 5개로 갈라져 뒤로 젖혀지고 겉에 털이 빽빽이 나며 꽃 밑에는 잎처럼 생긴 포가 마주난다.포는 타원 모양이거나 달걀 모양이고 길이 1~2cm이다. 수술 5개, 암술 1개이며 열매는 장과로서 둥글며 10~11월에 검게 익는다. 한국 · 일본 · 중국에 분포한다.",인동덩굴은 겨울에도 잎이 떨어지지 않기 때문에 '겨울을 참아낸다'는 뜻을 지녔습니다.,단양국유림관리소     ,2009-07-10
9,목본류,고추나무,Bumalda Bladdernut,쌍떡잎식물 무환자나무목 : 고추나무과의 낙엽 관목,Staphylea bumalda DC.,고추나무과,"산골짜기, 냇가","높이 3~5m이며 가지는 둥글며 잿빛을 띤 녹색이다. 잎은 마주나고 작은잎은 3개로 달걀 모양 또는 달걀 모양 바소꼴이고 가장자리에 바늘 모양의 잔 톱니가 있으며 잎자루는 길이 2~3cm이다. 5~6월에 가지 끝에 흰꽃이 원추꽃차례로 피며 꽃차례는 길이 5~8cm이다. 꽃받침 · 꽃잎 · 수술은 각각 5개이고, 암술은 1개이며 위쪽에서 2개로 갈라지고 각각 1개의 암술대가 있다. 열매는 삭과로 부풀어오른 반원형이며 윗부분이 2개로 갈라지고 9~10월에 익는다. 씨방은 2실이며 각각 1~2개의 종자가 들어 있고 종자는 달걀을 거꾸로 세운 모양으로 약간 납작하고 광택이 있는 노란색이다. 한국 · 일본 · 중국 등지에 분포한다. ",고추나무는 잎과 꽃의 생김새가 고추를 닮아 이름이 붙은 나무라고 합니다.,단양국유림관리소     ,2009-07-10
90,목본류,참죽나무, ,쌍떡잎식물 이판화군 쥐손이풀목 : 멀구슬나무과의 낙엽교목,Cedrela sinensis Juss.,멀구슬나무과,산지의 숲 속 ,높이 20m에 달하고 독특한 냄새가 난다. 줄기는 얕게 갈라지며 붉은색이고 가지는 굵고 적갈색이다. 잎은 어긋나고 깃꼴겹잎이며 작은잎은 10~20개이고 바소꼴 또는 긴 타원형이며 가장자리에 톱니가 없는 것도 있다.  꽃은 6월에 피고 흰색이며 종처럼 생기고 양성화로 원추레꽃차례에 달리며 꽃받침조각 · 꽃잎 · 수술  및 헛수술은 5개씩이고 암술은 1개이다. 열매는 삭과로 긴 타원형이고 길이 2.5cm이며 5개로 갈라지고 밑부분은 합쳐진다. 종자는 타원형으로 10월에 익으며 윗부분에 긴 날개가 있어 열매가 벌어짐과 동시에 사방으로 흩어진다. ,참죽나무는 새순이 마치 죽순처럼 자란다고 해서 붙은 이름이라고 합니다.,단양국유림관리소     ,2009-07-10
91,목본류,철쭉,Royal Azalea,쌍떡잎식물 합판화군 진달래목 : 진달래과의 낙엽관목,Rhododendron schlippenbachii Maxim.,진달래과,산지        ,"높이 2~5m이고 어린 가지에 선모가 있으나 점차 없어진다. 잎은 어긋나지만 가지 끝에서는 돌려 난 것 같이 보이고 거꾸로 선 달걀 모양으로 끝은 둥글거나 다소 파이며 가장자리가 밋밋하다. 표면은 녹색으로  처음에는 털이 있으나 차츰 없어지며 뒷면은 연한 녹색으로 잎맥 위에 털이 있다. 꽃은 5월에  피고 연분홍색이며 3~7개씩 가지 끝에 산형꽃차례를 이룬다. 꽃받침은 작은 꽃줄기와 더불어 선모가 있다. 화관은 깔때기 모양이고 5개로 갈라지며 위쪽 갈래 조각에 적갈색 반점이 있다. 수술은 10개, 암술은 1개이며 씨방에 선모가 있다. 열매는 삭과로 달걀 모양의 타원형이고 길이 1.5cm정도로 선모가 있으며 10월에 익는다. 한국 · 중국 · 우수리 등지에 분포한다.","봄의 끝자락 5월 중하순에 들어서면 소백산, 지리산 등에서 철쭉이 만개합니다.",단양국유림관리소     ,2009-07-10
92,목본류,청미래덩굴,East Asian greenbrier,외떡잎식물 백합목 : 백합과의 낙엽 덩굴식물,Smilax china L., 백합과,산이나 들 ,굵고 딱딱한 뿌리 줄기가 꾸불꾸불 옆으로 길게 벋어가며 줄기는 마디마다 굽으면서 2m내외로 자라고 갈고리 같은 가시가 있다. 잎은 어긋나고 원형 · 넓은 달걀 모양 또는 넓은 타원형이며 두껍고 윤기가 난다.꽃은 단성화로 황록색이며 5월에 산형꽃차례를 이룬다. 열매는 둥글며 9~10월에 붉은색으로 익는다. 한국 · 일본 · 중국 · 필리핀 · 인도차이나 등지에 분포한다.,청미래덩굴은 사람들이 잘 다니는 산속 오솔길 어디에서나 흔히 볼 수 있는 식물입니다.,단양국유림관리소     ,2009-07-10
93,목본류,측백나무, Oriental Arborvitae,겉씨식물 구과식물아강 구과목 : 측백나무과의 상록교목,Thuja orientalis L.,측백나무과,산이나 들 ,"높이 25m, 지름 1m에 달하지만 관목상이며 작은 가지가 수직으로 벌어지며 비늘 모양의 잎이 뾰족하고 가지를 가운데 두고 서로 어긋나게 달리며 잎의 앞면과 뒷면의 구별이 거의 없고 흰색 점이 약간 있다.꽃은 4월에 피고 1가화이며 수꽃은 전년 가지의 끝에 1개씩 달리고 10개의 비닐조각과 2~4개의 꽃밥이 들어있다. 암꽃은 8개의 실편과 6개의 밑씨가 있다. 열매는 구과로 원형이며 길이 1.5~2cm로 9~10월에 익고, 첫째 1쌍의 실편에는 종자가 들어있지 않다. 한국(단양 · 양양 · 울진) · 중국에 분포한다. ",측백나무는 예부터 신선이 되는 나무로 알려져 귀하게 여겨졌다고 합니다.,단양국유림관리소     ,2009-07-10
94,목본류,층층나무,Giant Dogwood,쌍떡잎식물 이판화군 산형화목 : 층층나무과의 낙엽교목,Cornus controversa Hemsl. ex Prain,층층나무과,산지의 계곡 숲 속,"높이 20m에 달하며, 가지가 층층으로 달려서 수평으로 퍼지며 작은가지는 겨울에 짙은 홍자색으로 물들고, 봄에 가지를 자르면 물이 흐른다. 잎은 어긋나고 넓은 타원형이며 끝이 뾰족하며 잎 가장자리가 밋밋하고 측맥이 5~8줄이고 잎자루가 붉으며 잎 뒷면은 흰색이며 잎의 양면에 미세한 털이 있으며 꽃은 5~6월에 피고 흰색이며 산방꽃차례를 이룬다. 꽃잎은 넓은 바소꼴로 꽃받침통과 더불어 겉에 털이 있으며, 수술은 4개이고 꽃밥이 T형으로 달리며 암술은 1개이다. 열매는 핵과로 둥글며 자흑색으로 익는다. 한국 · 일본 · 중국에 분포한다.",층층나무는 나무를 한번 바라만 보아도 그 이름의 이유를 알 수 있다고 합니다.,단양국유림관리소     ,2009-07-10
95,목본류,함박꽃나무,Oyama Magnolia,쌍떡잎식물 미나리아재비목 : 목련과의 낙엽소교목,Magnolia sieboldii K.Koch,목련과,산골짜기의 숲속,높이 7m로 원줄기와 함께 옆에서 많은 줄기가 올라와 군생하며 가지는 잿빛과 노란빛이 도는 갈색이며 어린 가지와 겨울눈에 눈털이 있다. 잎은 어긋나고 달걀을 거꾸로 세운 듯한 모양의 긴 타원형이다. 잎 끝이 급히 뾰족해지며 가장자리가 밋밋하고 뒷면은 회색빛이 도는 녹색으로 맥위에 털이 있다. 꽃은 5~6월에 흰색의 양성으로 피고 잎이 난 다음 밑을 향하여 달리며 향기가 있다. 꽃은 지름 7~10cm로서 꽃잎은 6~9개이고 수술은 붉은빛이 돌며 꽃밥은 밝은 홍색이다. 열매는 타원형 골돌과로 길이 3~4cm로 9월에 익으면 실에 매달린 종자가 나온다. 한국 · 일본 · 중국 동북부에 분포한다.,함박꽃나무는 꽃이 함지박 같다고 해서 함박꽃나무라고 불린다고 합니다.,단양국유림관리소     ,2009-07-10
96,목본류,향나무,Chinese Juniper,겉씨식물 구과식물아강 구과목 : 측백나무과의 상록교목 ,Juniperus chinensis L.,측백나무과 ,산골짜기의 숲속 ,"높이는 약 20m까지 자라며 새로 돋아나는 가지는 녹색이고 3년생 가지는 검은 갈색이며 7~8년생부터 비늘 같은 부드러운 잎이 달리지만 새싹에서는 잎사귀에 날카로운 침이 달려있다. 잎은 마주나거나 돌려나며 어릴때는 짧고 끝이 날카로운 바늘잎이 대부분이며 5년이상 지나면 바늘잎 이외에 찌르지 않는 바늘이 생긴다.꽃은 단성화이며 수꽃은 황색으로 가지 끝에서 긴 타원형을 이루고 4월과 5월에 피며, 암꽃은 교대로 마주달린 비늘조각 안에 달리며 열매는 구과로 원형이며 흑자색으로 지름 6~8cm이다. 성숙하면 비늘조각은 육질로 되어 핵과 비슷하게 되고 2~4개의 종자가 들어 있고 다음해 9~10월에 익는다. 한국 · 일본 · 중국 및 몽골에 분포한다.",향나무란 이름은 나무가 내어 놓는 향내 때문에 붙은 이름이라고 합니다.,단양국유림관리소     ,2009-07-10
97,목본류,호두나무, ,가래나무과의 낙엽교목,Juglans regia Dode,가래나무목 가래나무과,산골짜기의 숲속,높이 20m에 달하고 가지는 굵으며 사방으로 퍼지며 수피는 회백색이며 세로로 깊게 갈라진다. 잎은 어긋나고 우상복엽이며 5~7개의 작은잎으로 되어 있다. 작은잎은 타원형이고 윗쪽의 것일수록 크고 가장자리는 밋밋하거나 뚜렷하지 않은 톱니가 있다. 꽃은 4~5월에 피고 1가화이며 수꽃은 미상꽃차례로 달리고 6~30개의 수술이 있으며 암꽃은 1~3개가 수상꽃차례로 달린다. 열매는 둥글고 털이 없으며 핵은 도란형이고 연한 갈색이며 봉선을 따라 주름살과 파진 골이 있다.,"호두나무의 원산지는 페르시아, 오늘날 이란을 비롯한 서아시아 지역이라고 합니다.",단양국유림관리소     ,2009-07-10
98,목본류,호랑버들, ,버드나무과의 낙엽소교목,Salix caprea L.,버드나무과,산골짜기의 숲속  ,"높이 3m에 달하고 잔가지에 2~4개의 날개가 있다. 잎은 마주달리고 짧은 잎자루가 있으며, 타원형 또는 달걀을 거꾸로 세운 모양으로 가장자리에 잔 톱니가 있고 털이 없다.  꽃은 5월에 피고 황록색이며 취산꽃차례로 달리며 꽃이삭은 잎겨드랑이에서 나온다. 꽃받침조각 &middot; 꽃잎 및 수술은 4개씩이고 씨방은 1~2실이다. 열매는 10월에 결실하며 삭과로 적색으로 익고 종자는 황적색 종의로 싸이며 백색이다. 한국 &middot; 일본 &middot; 사할린 &middot; 중국에 분포한다.",호랑버들은 육안으로 가지를 보고 계절을 예측할 수 있는 나무라고 합니다.,단양국유림관리소     ,2009-07-10
99,목본류,황벽나무,Amur Corktree,쌍떡잎식물 쥐손이풀목 : 운향과의 낙엽교목,Phellodendron amurense Rupr.,운향과 ,산지    ,높이 20m에 달하고 나무껍질에 연한 회색으로 코르크가 발달하여 깊은 홈이 진다. 잎은 마주달리고 홀수깃꼴겹잎이다. 꽃은 6월에 피고 원추꽃차례로 달리며 2가화이다. 열매는 핵과로 7~10월에 둥글고 검게 익으며 겨울에도 달려 있다. 한국 · 일본 · 중국 · 아무르 등지에 분포한다.,"황벽나무는 황백나무, 황경나무, 황경피나무 등으로도 불린다고 합니다.",단양국유림관리소     ,2009-07-10
